iter	Logloss
0	0.3939651284
1	0.3330318327
2	0.3128199074
3	0.2966267913
4	0.2876632968
5	0.2827973013
6	0.2742756828
7	0.258807556
8	0.2500525922
9	0.2416946641
10	0.2387196998
11	0.232217338
12	0.2289258362
13	0.2249583742
14	0.2189143872
15	0.2151814199
16	0.2110549482
17	0.2042130176
18	0.194630549
19	0.1811874662
20	0.1723263414
21	0.1647478072
22	0.1516210267
23	0.1453441537
24	0.1358229911
25	0.1166083184
26	0.114050518
27	0.1057242484
28	0.09795856319
29	0.09261570398
30	0.09142013777
31	0.0831315383
32	0.07728954828
33	0.06779162642
34	0.06611813257
35	0.06194465514
36	0.06143000113
37	0.05849348848
38	0.05807327218
39	0.05651905412
40	0.05269759597
41	0.05239117255
42	0.04973403253
43	0.04960620555
44	0.04729327747
45	0.04604297195
46	0.04336320143
47	0.04306579348
48	0.04176228759
49	0.04092126004
50	0.04017252564
51	0.0391092819
52	0.0377433422
53	0.03613748705
54	0.03462686205
55	0.03431167869
56	0.03393947557
57	0.0336974117
58	0.03334577015
59	0.03329006593
60	0.03311968407
61	0.03302336915
62	0.03274495315
63	0.03264060011
64	0.0318864563
65	0.03145832323
66	0.0305295038
67	0.02962037393
68	0.0284146209
69	0.0277159543
70	0.02716913777
71	0.02683552362
72	0.02675738063
73	0.02611944554
74	0.02589737227
75	0.02560874977
76	0.02531857143
77	0.02515437629
78	0.02468740876
79	0.02428902567
80	0.02324175027
81	0.02293149716
82	0.02180339212
83	0.02152313271
84	0.02132380236
85	0.02115849902
86	0.02095725178
87	0.02078164237
88	0.02014836104
89	0.01992727877
90	0.01977771076
91	0.01900008627
92	0.01876978342
93	0.01829418131
94	0.01822086647
95	0.0181078309
96	0.01810762347
97	0.01762267036
98	0.01726116485
99	0.01725917046
100	0.01711808348
101	0.01710082711
102	0.01704622125
103	0.01679952924
104	0.0167311723
105	0.01659812772
106	0.01659802402
107	0.01655097479
108	0.01593712886
109	0.01555991371
110	0.01542514548
111	0.01542498554
112	0.01521395512
113	0.01503881816
114	0.01503840454
115	0.01503827247
116	0.01503821259
117	0.01490315869
118	0.01473425212
119	0.01473414799
120	0.01439616081
121	0.01439613354
122	0.01439607167
123	0.01411201688
124	0.01411180446
125	0.01383323567
126	0.01374327063
127	0.01343636533
128	0.01337183603
129	0.01323317475
130	0.01314218639
131	0.01285904341
132	0.01256972327
133	0.01245735809
134	0.01245731853
135	0.01225275319
136	0.01225269711
137	0.01212626096
138	0.01200250538
139	0.01178465018
140	0.01144509603
141	0.01144509603
142	0.01144479576
143	0.01133355604
144	0.01111061559
145	0.01111059659
146	0.01085864999
147	0.01078511869
148	0.0106895218
149	0.01068933626
150	0.01068807954
151	0.01068803701
152	0.01060260798
153	0.01060258364
154	0.01060253315
155	0.01033416433
156	0.01033400191
157	0.01033266616
158	0.009875179794
159	0.009875147709
160	0.009874898851
161	0.009787520699
162	0.00960014112
163	0.00960014112
164	0.009600105765
165	0.009600054919
166	0.009600037015
167	0.009599536066
168	0.009599336818
169	0.009599229966
170	0.00959917443
171	0.009599109316
172	0.009598582018
173	0.009376177085
174	0.009334298454
175	0.009334270152
176	0.009334016784
177	0.009207000592
178	0.009170779715
179	0.009040859898
180	0.008919423494
181	0.008919351722
182	0.008919259715
183	0.008919250353
184	0.00891924116
185	0.00891924116
186	0.008919225816
187	0.008919007211
188	0.008918932604
189	0.008918732872
190	0.008918197069
191	0.008895910951
192	0.008895901357
193	0.008895865996
194	0.008895865996
195	0.008895844115
196	0.008895663066
197	0.00889560523
198	0.008895550254
199	0.008863241135
200	0.008863163189
201	0.008863075646
202	0.008862998507
203	0.008793690365
204	0.008793630082
205	0.008793115188
206	0.008791772463
207	0.008791729646
208	0.00879167612
209	0.008791558943
210	0.008791356809
211	0.008790810822
212	0.008790795944
213	0.008730747893
214	0.00873068367
215	0.008730560321
216	0.008729846703
217	0.008729709656
218	0.008729257616
219	0.008729238918
220	0.008729157241
221	0.008729145242
222	0.008652172436
223	0.008652161635
224	0.008652143047
225	0.008652107712
226	0.008652021013
227	0.008651955322
228	0.008651931604
229	0.008651823767
230	0.008651792901
231	0.008651736624
232	0.008609742145
233	0.008609737818
234	0.008609581489
235	0.008609415761
236	0.008609382491
237	0.008509605463
238	0.008509431593
239	0.008509431593
240	0.008508807254
241	0.008455387554
242	0.008455349454
243	0.00845519667
244	0.00845507672
245	0.008454824662
246	0.008454766132
247	0.00845474061
248	0.008454716382
249	0.008436677624
250	0.008436666319
251	0.008436660901
252	0.008333129948
253	0.008333104295
254	0.008332730663
255	0.008332711442
256	0.008332480022
257	0.008332408851
258	0.008331397717
259	0.008258917904
260	0.008258784443
261	0.008258706131
262	0.008258670125
263	0.008258603102
264	0.008258466613
265	0.008258266922
266	0.008230784118
267	0.008230650747
268	0.008158925796
269	0.008068953693
270	0.008068674922
271	0.007905604481
272	0.007905595698
273	0.007905573655
274	0.00790554993
275	0.007905540912
276	0.007904734777
277	0.007904673534
278	0.007885489624
