dataset;method;cls;nr_events;metric;score
bpic2017_R;state_agg;catboost;13;prec;0.7997542997542998
bpic2017_R;state_agg;catboost;13;rec;0.8157894736842105
bpic2017_R;state_agg;catboost;13;fscore;0.8076923076923077
bpic2017_R;state_agg;catboost;14;auc;0.9716560389130472
bpic2017_R;state_agg;catboost;14;prec;0.8534370946822308
bpic2017_R;state_agg;catboost;14;rec;0.8255959849435383
bpic2017_R;state_agg;catboost;14;fscore;0.8392857142857142
bpic2017_R;state_agg;catboost;15;auc;0.9753210737706988
bpic2017_R;state_agg;catboost;15;prec;0.8650385604113111
bpic2017_R;state_agg;catboost;15;rec;0.8444165621079046
bpic2017_R;state_agg;catboost;15;fscore;0.8546031746031746
bpic2017_R;state_agg;catboost;16;auc;0.9750937354758236
bpic2017_R;state_agg;catboost;16;prec;0.8797385620915033
bpic2017_R;state_agg;catboost;16;rec;0.8444165621079046
bpic2017_R;state_agg;catboost;16;fscore;0.8617157490396927
bpic2017_R;state_agg;catboost;17;auc;0.9810703158070044
bpic2017_R;state_agg;catboost;17;prec;0.9017038007863696
bpic2017_R;state_agg;catboost;17;rec;0.8654088050314466
bpic2017_R;state_agg;catboost;17;fscore;0.8831835686777921
bpic2017_R;state_agg;catboost;18;auc;0.9838101053316772
bpic2017_R;state_agg;catboost;18;prec;0.9070385126162018
bpic2017_R;state_agg;catboost;18;rec;0.8602015113350125
bpic2017_R;state_agg;catboost;18;fscore;0.8829993535875887
bpic2017_R;state_agg;catboost;19;auc;0.9831847552294384
bpic2017_R;state_agg;catboost;19;prec;0.9144385026737968
bpic2017_R;state_agg;catboost;19;rec;0.8614609571788413
bpic2017_R;state_agg;catboost;19;fscore;0.88715953307393
bpic2017_R;state_agg;catboost;20;auc;0.9847712274283348
bpic2017_R;state_agg;catboost;20;prec;0.9079999999999999
bpic2017_R;state_agg;catboost;20;rec;0.8609355246523388
bpic2017_R;state_agg;catboost;20;fscore;0.8838416612589228
bpic2017_R;state_agg;catboost;-1;auc;0.931029761560042
bpic2017_R;state_agg;catboost;-1;fscore;0.9116941045710528
bpic2015_1;single_laststate;catboost;1;auc;0.7777472527472528
bpic2015_1;single_laststate;catboost;1;prec;0.5
bpic2015_1;single_laststate;catboost;1;rec;0.7142857142857143
bpic2015_1;single_laststate;catboost;1;fscore;0.588235294117647
bpic2015_1;single_laststate;catboost;2;auc;0.756043956043956
bpic2015_1;single_laststate;catboost;2;prec;0.4
bpic2015_1;single_laststate;catboost;2;rec;0.11428571428571427
bpic2015_1;single_laststate;catboost;2;fscore;0.17777777777777776
bpic2015_1;single_laststate;catboost;3;auc;0.7719780219780219
bpic2015_1;single_laststate;catboost;3;prec;0.5
bpic2015_1;single_laststate;catboost;3;rec;0.3142857142857143
bpic2015_1;single_laststate;catboost;3;fscore;0.3859649122807017
bpic2015_1;single_laststate;catboost;4;auc;0.7718531468531469
bpic2015_1;single_laststate;catboost;4;prec;0.4545454545454545
bpic2015_1;single_laststate;catboost;4;rec;0.30303030303030304
bpic2015_1;single_laststate;catboost;4;fscore;0.3636363636363637
bpic2015_1;single_laststate;catboost;5;auc;0.7826340326340326
bpic2015_1;single_laststate;catboost;5;prec;0.5333333333333333
bpic2015_1;single_laststate;catboost;5;rec;0.24242424242424246
bpic2015_1;single_laststate;catboost;5;fscore;0.3333333333333333
bpic2015_1;single_laststate;catboost;6;auc;0.7861305361305361
bpic2015_1;single_laststate;catboost;6;prec;0.5
bpic2015_1;single_laststate;catboost;6;rec;0.18181818181818185
bpic2015_1;single_laststate;catboost;6;fscore;0.26666666666666666
bpic2015_1;single_laststate;catboost;7;auc;0.7231934731934733
bpic2015_1;single_laststate;catboost;7;prec;0.3636363636363637
bpic2015_1;single_laststate;catboost;7;rec;0.12121212121212123
bpic2015_1;single_laststate;catboost;7;fscore;0.18181818181818185
bpic2015_1;single_laststate;catboost;8;auc;0.7596153846153846
bpic2015_1;single_laststate;catboost;8;prec;0.4166666666666667
bpic2015_1;single_laststate;catboost;8;rec;0.15151515151515152
bpic2015_1;single_laststate;catboost;8;fscore;0.2222222222222222
bpic2015_1;single_laststate;catboost;9;auc;0.7692307692307693
bpic2015_1;single_laststate;catboost;9;prec;0.5
bpic2015_1;single_laststate;catboost;9;rec;0.18181818181818185
bpic2015_1;single_laststate;catboost;9;fscore;0.26666666666666666
bpic2015_1;single_laststate;catboost;10;auc;0.7681671079729333
bpic2015_1;single_laststate;catboost;10;prec;0.4
bpic2015_1;single_laststate;catboost;10;rec;0.12121212121212123
bpic2015_1;single_laststate;catboost;10;fscore;0.18604651162790697
bpic2015_1;single_laststate;catboost;11;auc;0.7540106951871658
bpic2015_1;single_laststate;catboost;11;prec;0.3076923076923077
bpic2015_1;single_laststate;catboost;11;rec;0.12121212121212123
bpic2015_1;single_laststate;catboost;11;fscore;0.17391304347826084
bpic2015_1;single_laststate;catboost;12;auc;0.7939393939393941
bpic2015_1;single_laststate;catboost;12;prec;0.6153846153846154
bpic2015_1;single_laststate;catboost;12;rec;0.24242424242424246
bpic2015_1;single_laststate;catboost;12;fscore;0.3478260869565217
bpic2015_1;single_laststate;catboost;13;auc;0.7476808905380334
bpic2015_1;single_laststate;catboost;13;prec;0.4666666666666667
bpic2015_1;single_laststate;catboost;13;rec;0.21212121212121213
bpic2015_1;single_laststate;catboost;13;fscore;0.29166666666666663
bpic2015_1;single_laststate;catboost;14;auc;0.7546432062561095
bpic2015_1;single_laststate;catboost;14;prec;0.5
bpic2015_1;single_laststate;catboost;14;rec;0.21212121212121213
bpic2015_1;single_laststate;catboost;14;fscore;0.2978723404255319
bpic2015_1;single_laststate;catboost;15;auc;0.8343214756258235
bpic2015_1;single_laststate;catboost;15;prec;0.6666666666666666
bpic2015_1;single_laststate;catboost;15;rec;0.30303030303030304
bpic2015_1;single_laststate;catboost;15;fscore;0.4166666666666666
bpic2015_1;single_laststate;catboost;16;auc;0.887112887112887
bpic2015_1;single_laststate;catboost;16;prec;0.8260869565217391
bpic2015_1;single_laststate;catboost;16;rec;0.5757575757575758
bpic2015_1;single_laststate;catboost;16;fscore;0.6785714285714286
bpic2015_1;single_laststate;catboost;17;auc;0.8514818514818516
bpic2015_1;single_laststate;catboost;17;prec;0.7916666666666666
bpic2015_1;single_laststate;catboost;17;rec;0.5757575757575758
bpic2015_1;single_laststate;catboost;17;fscore;0.6666666666666667
bpic2015_1;single_laststate;catboost;18;auc;0.9511019283746556
bpic2015_1;single_laststate;catboost;18;prec;0.84375
bpic2015_1;single_laststate;catboost;18;rec;0.8181818181818182
bpic2015_1;single_laststate;catboost;18;fscore;0.8307692307692308
bpic2015_1;single_laststate;catboost;19;auc;0.9648760330578512
bpic2015_1;single_laststate;catboost;19;prec;0.8157894736842105
bpic2015_1;single_laststate;catboost;19;rec;0.9393939393939394
bpic2015_1;single_laststate;catboost;19;fscore;0.8732394366197183
bpic2015_1;single_laststate;catboost;20;auc;0.9604885057471264
bpic2015_1;single_laststate;catboost;20;prec;0.8108108108108109
bpic2015_1;single_laststate;catboost;20;rec;0.9375
bpic2015_1;single_laststate;catboost;20;fscore;0.8695652173913043
bpic2015_1;single_laststate;catboost;21;auc;0.9367816091954024
bpic2015_1;single_laststate;catboost;21;prec;0.8064516129032258
bpic2015_1;single_laststate;catboost;21;rec;0.78125
bpic2015_1;single_laststate;catboost;21;fscore;0.7936507936507936
bpic2015_1;single_laststate;catboost;22;auc;0.9267241379310346
bpic2015_1;single_laststate;catboost;22;prec;0.7666666666666667
bpic2015_1;single_laststate;catboost;22;rec;0.71875
bpic2015_1;single_laststate;catboost;22;fscore;0.7419354838709677
bpic2015_1;single_laststate;catboost;23;auc;0.932830459770115
bpic2015_1;single_laststate;catboost;23;prec;0.7931034482758621
bpic2015_1;single_laststate;catboost;23;rec;0.71875
bpic2015_1;single_laststate;catboost;23;fscore;0.7540983606557378
bpic2015_1;single_laststate;catboost;24;auc;0.9536637931034484
bpic2015_1;single_laststate;catboost;24;prec;0.7777777777777778
bpic2015_1;single_laststate;catboost;24;rec;0.65625
bpic2015_1;single_laststate;catboost;24;fscore;0.7118644067796609
bpic2015_1;single_laststate;catboost;25;auc;0.9364224137931034
bpic2015_1;single_laststate;catboost;25;prec;0.7727272727272727
bpic2015_1;single_laststate;catboost;25;rec;0.53125
bpic2015_1;single_laststate;catboost;25;fscore;0.6296296296296297
bpic2015_1;single_laststate;catboost;26;auc;0.9291072768192048
bpic2015_1;single_laststate;catboost;26;prec;0.6666666666666666
bpic2015_1;single_laststate;catboost;26;rec;0.4516129032258064
bpic2015_1;single_laststate;catboost;26;fscore;0.5384615384615384
bpic2015_1;single_laststate;catboost;27;auc;0.9301075268817204
bpic2015_1;single_laststate;catboost;27;prec;0.7391304347826086
bpic2015_1;single_laststate;catboost;27;rec;0.5483870967741935
bpic2015_1;single_laststate;catboost;27;fscore;0.6296296296296297
bpic2015_1;single_laststate;catboost;28;auc;0.9292654488923436
bpic2015_1;single_laststate;catboost;28;prec;0.6818181818181818
bpic2015_1;single_laststate;catboost;28;rec;0.4838709677419355
bpic2015_1;single_laststate;catboost;28;fscore;0.5660377358490567
bpic2015_1;single_laststate;catboost;29;auc;0.9055577147298872
bpic2015_1;single_laststate;catboost;29;prec;0.64
bpic2015_1;single_laststate;catboost;29;rec;0.5161290322580645
bpic2015_1;single_laststate;catboost;29;fscore;0.5714285714285714
bpic2015_1;single_laststate;catboost;30;auc;0.8861251457442674
bpic2015_1;single_laststate;catboost;30;prec;0.6666666666666666
bpic2015_1;single_laststate;catboost;30;rec;0.5161290322580645
bpic2015_1;single_laststate;catboost;30;fscore;0.5818181818181819
bpic2015_1;single_laststate;catboost;31;auc;0.8847364280094415
bpic2015_1;single_laststate;catboost;31;prec;0.7083333333333334
bpic2015_1;single_laststate;catboost;31;rec;0.5483870967741935
bpic2015_1;single_laststate;catboost;31;fscore;0.6181818181818182
bpic2015_1;single_laststate;catboost;32;auc;0.9048387096774192
bpic2015_1;single_laststate;catboost;32;prec;0.7894736842105263
bpic2015_1;single_laststate;catboost;32;rec;0.4838709677419355
bpic2015_1;single_laststate;catboost;32;fscore;0.6
bpic2015_1;single_laststate;catboost;33;auc;0.9264069264069263
bpic2015_1;single_laststate;catboost;33;prec;0.8235294117647058
bpic2015_1;single_laststate;catboost;33;rec;0.4666666666666667
bpic2015_1;single_laststate;catboost;33;fscore;0.5957446808510638
bpic2015_1;single_laststate;catboost;34;auc;0.8979591836734694
bpic2015_1;single_laststate;catboost;34;prec;0.8
bpic2015_1;single_laststate;catboost;34;rec;0.42857142857142855
bpic2015_1;single_laststate;catboost;34;fscore;0.5581395348837209
bpic2015_1;single_laststate;catboost;35;auc;0.9166666666666666
bpic2015_1;single_laststate;catboost;35;prec;0.9285714285714286
bpic2015_1;single_laststate;catboost;35;rec;0.4814814814814815
bpic2015_1;single_laststate;catboost;35;fscore;0.6341463414634146
bpic2015_1;single_laststate;catboost;36;auc;0.9164979757085021
bpic2015_1;single_laststate;catboost;36;prec;0.8333333333333334
bpic2015_1;single_laststate;catboost;36;rec;0.38461538461538464
bpic2015_1;single_laststate;catboost;36;fscore;0.5263157894736842
bpic2015_1;single_laststate;catboost;37;auc;0.928421052631579
bpic2015_1;single_laststate;catboost;37;prec;0.8181818181818182
bpic2015_1;single_laststate;catboost;37;rec;0.36
bpic2015_1;single_laststate;catboost;37;fscore;0.5
bpic2015_1;single_laststate;catboost;38;auc;0.9127777777777778
bpic2015_1;single_laststate;catboost;38;prec;0.8181818181818182
bpic2015_1;single_laststate;catboost;38;rec;0.375
bpic2015_1;single_laststate;catboost;38;fscore;0.5142857142857142
bpic2015_1;single_laststate;catboost;39;auc;0.9234782608695652
bpic2015_1;single_laststate;catboost;39;prec;0.8
bpic2015_1;single_laststate;catboost;39;rec;0.3478260869565217
bpic2015_1;single_laststate;catboost;39;fscore;0.4848484848484849
bpic2015_1;single_laststate;catboost;40;auc;0.902608695652174
bpic2015_1;single_laststate;catboost;40;prec;0.7692307692307693
bpic2015_1;single_laststate;catboost;40;rec;0.43478260869565216
bpic2015_1;single_laststate;catboost;40;fscore;0.5555555555555555
bpic2015_1;single_laststate;catboost;-1;auc;0.8630485837473588
bpic2015_1;single_laststate;catboost;-1;fscore;0.7880116424753538
production;single_agg;catboost;1;auc;0.6738095238095239
production;single_agg;catboost;1;prec;0.38235294117647056
production;single_agg;catboost;1;rec;0.9285714285714286
production;single_agg;catboost;1;fscore;0.5416666666666667
production;single_agg;catboost;2;auc;0.6851851851851851
production;single_agg;catboost;2;prec;0.3870967741935484
production;single_agg;catboost;2;rec;0.8571428571428571
production;single_agg;catboost;2;fscore;0.5333333333333333
production;single_agg;catboost;3;auc;0.6187290969899666
production;single_agg;catboost;3;prec;0.3793103448275862
production;single_agg;catboost;3;rec;0.8461538461538461
production;single_agg;catboost;3;fscore;0.5238095238095238
production;single_agg;catboost;4;auc;0.6950000000000001
production;single_agg;catboost;4;prec;0.3461538461538461
production;single_agg;catboost;4;rec;0.9
production;single_agg;catboost;4;fscore;0.5
production;single_agg;catboost;5;auc;0.7133333333333334
production;single_agg;catboost;5;prec;0.4736842105263158
production;single_agg;catboost;5;rec;0.9
production;single_agg;catboost;5;fscore;0.6206896551724138
production;single_agg;catboost;6;auc;0.6964285714285714
production;single_agg;catboost;6;prec;0.4375
production;single_agg;catboost;6;rec;0.875
production;single_agg;catboost;6;fscore;0.5833333333333334
production;single_agg;catboost;7;auc;0.6547619047619048
production;single_agg;catboost;7;prec;0.5
production;single_agg;catboost;7;rec;0.8571428571428571
production;single_agg;catboost;7;fscore;0.631578947368421
production;single_agg;catboost;8;auc;0.6493506493506493
production;single_agg;catboost;8;prec;0.4545454545454545
production;single_agg;catboost;8;rec;0.7142857142857143
production;single_agg;catboost;8;fscore;0.5555555555555556
production;single_agg;catboost;9;auc;0.7
production;single_agg;catboost;9;prec;0.5555555555555556
production;single_agg;catboost;9;rec;1.0
production;single_agg;catboost;9;fscore;0.7142857142857143
production;single_agg;catboost;10;auc;0.6111111111111112
production;single_agg;catboost;10;prec;0.5
production;single_agg;catboost;10;rec;1.0
production;single_agg;catboost;10;fscore;0.6666666666666666
production;single_agg;catboost;11;auc;0.5833333333333334
production;single_agg;catboost;11;prec;0.6
production;single_agg;catboost;11;rec;1.0
production;single_agg;catboost;11;fscore;0.7499999999999999
production;single_agg;catboost;12;auc;0.6666666666666667
production;single_agg;catboost;12;prec;0.6666666666666666
production;single_agg;catboost;12;rec;0.6666666666666666
production;single_agg;catboost;12;fscore;0.6666666666666666
production;single_agg;catboost;13;auc;0.6666666666666667
production;single_agg;catboost;13;prec;0.75
production;single_agg;catboost;13;rec;1.0
production;single_agg;catboost;13;fscore;0.8571428571428571
production;single_agg;catboost;14;auc;0.5
production;single_agg;catboost;14;prec;0.6666666666666666
production;single_agg;catboost;14;rec;1.0
production;single_agg;catboost;14;fscore;0.8
production;single_agg;catboost;15;auc;0.5
production;single_agg;catboost;15;prec;0.5
production;single_agg;catboost;15;rec;1.0
production;single_agg;catboost;15;fscore;0.6666666666666666
production;single_agg;catboost;16;auc;1.0
production;single_agg;catboost;16;prec;1.0
production;single_agg;catboost;16;rec;1.0
production;single_agg;catboost;16;fscore;1.0
production;single_agg;catboost;17;auc;
production;single_agg;catboost;17;prec;0.0
production;single_agg;catboost;17;rec;0.0
production;single_agg;catboost;17;fscore;0.0
production;single_agg;catboost;-1;auc;0.6653106508875739
production;single_agg;catboost;-1;fscore;0.5244013228449025
bpic2017_A;single_agg;logit;1;auc;0.6150592373624639
bpic2017_A;single_agg;logit;1;prec;0.601118760757315
bpic2017_A;single_agg;logit;1;rec;0.5545851528384279
bpic2017_A;single_agg;logit;1;fscore;0.5769151352467479
bpic2017_A;single_agg;logit;2;auc;0.6079893763824266
bpic2017_A;single_agg;logit;2;prec;0.6258575197889182
bpic2017_A;single_agg;logit;2;rec;0.4708217546645494
bpic2017_A;single_agg;logit;2;fscore;0.5373810602628001
bpic2017_A;single_agg;logit;3;auc;0.6027119502830559
bpic2017_A;single_agg;logit;3;prec;0.6378002528445006
bpic2017_A;single_agg;logit;3;rec;0.4005557761016276
bpic2017_A;single_agg;logit;3;fscore;0.4920751036332601
bpic2017_A;single_agg;logit;4;auc;0.5995946217883301
bpic2017_A;single_agg;logit;4;prec;0.6467110125646711
bpic2017_A;single_agg;logit;4;rec;0.3473600635172688
bpic2017_A;single_agg;logit;4;fscore;0.4519628099173554
bpic2017_A;single_agg;logit;5;auc;0.597108415995923
bpic2017_A;single_agg;logit;5;prec;0.6534903280067283
bpic2017_A;single_agg;logit;5;rec;0.3084557364033347
bpic2017_A;single_agg;logit;5;fscore;0.4190938511326861
bpic2017_A;single_agg;logit;6;auc;0.6653487691208875
bpic2017_A;single_agg;logit;6;prec;0.711523588553751
bpic2017_A;single_agg;logit;6;rec;0.3652242953552997
bpic2017_A;single_agg;logit;6;fscore;0.4826862539349422
bpic2017_A;single_agg;logit;7;auc;0.6939097081099689
bpic2017_A;single_agg;logit;7;prec;0.7641589180050719
bpic2017_A;single_agg;logit;7;rec;0.3588725684795554
bpic2017_A;single_agg;logit;7;fscore;0.4883846569421934
bpic2017_A;single_agg;logit;8;auc;0.7240696529964196
bpic2017_A;single_agg;logit;8;prec;0.8027709861450693
bpic2017_A;single_agg;logit;8;rec;0.3910281857880111
bpic2017_A;single_agg;logit;8;fscore;0.5258942872397223
bpic2017_A;single_agg;logit;9;auc;0.7713334028018304
bpic2017_A;single_agg;logit;9;prec;0.8370583994232156
bpic2017_A;single_agg;logit;9;rec;0.4608971814211989
bpic2017_A;single_agg;logit;9;fscore;0.5944700460829493
bpic2017_A;single_agg;logit;10;auc;0.8233154908982909
bpic2017_A;single_agg;logit;10;prec;0.8673139158576052
bpic2017_A;single_agg;logit;10;rec;0.5319571258435887
bpic2017_A;single_agg;logit;10;fscore;0.6594488188976378
bpic2017_A;single_agg;logit;11;auc;0.8571226858899762
bpic2017_A;single_agg;logit;11;prec;0.8896839594514013
bpic2017_A;single_agg;logit;11;rec;0.59229853116316
bpic2017_A;single_agg;logit;11;fscore;0.7111534795042899
bpic2017_A;single_agg;logit;12;auc;0.8859259304643939
bpic2017_A;single_agg;logit;12;prec;0.9065265486725664
bpic2017_A;single_agg;logit;12;rec;0.6506550218340611
bpic2017_A;single_agg;logit;12;fscore;0.7575687543332563
bpic2017_A;single_agg;logit;13;auc;0.9056448943302466
bpic2017_A;single_agg;logit;13;prec;0.9135416666666668
bpic2017_A;single_agg;logit;13;rec;0.6963080587534736
bpic2017_A;single_agg;logit;13;fscore;0.7902680783960352
bpic2017_A;single_agg;logit;14;auc;0.9219065927620482
bpic2017_A;single_agg;logit;14;prec;0.9186626746506986
bpic2017_A;single_agg;logit;14;rec;0.7308455736403334
bpic2017_A;single_agg;logit;14;fscore;0.8140614636303338
bpic2017_A;single_agg;logit;15;auc;0.9320483429458
bpic2017_A;single_agg;logit;15;prec;0.9162303664921466
bpic2017_A;single_agg;logit;15;rec;0.7641921397379913
bpic2017_A;single_agg;logit;15;fscore;0.8333333333333333
bpic2017_A;single_agg;logit;16;auc;0.9417637075277596
bpic2017_A;single_agg;logit;16;prec;0.91643709825528
bpic2017_A;single_agg;logit;16;rec;0.7923779277491068
bpic2017_A;single_agg;logit;16;fscore;0.8499041941664892
bpic2017_A;single_agg;logit;17;auc;0.9487606629037733
bpic2017_A;single_agg;logit;17;prec;0.9110320284697508
bpic2017_A;single_agg;logit;17;rec;0.8130210400952759
bpic2017_A;single_agg;logit;17;fscore;0.8592406125445773
bpic2017_A;single_agg;logit;18;auc;0.9533987220318674
bpic2017_A;single_agg;logit;18;prec;0.9044117647058824
bpic2017_A;single_agg;logit;18;rec;0.8300913060738389
bpic2017_A;single_agg;logit;18;fscore;0.8656592837921755
bpic2017_A;single_agg;logit;19;auc;0.9553784282928008
bpic2017_A;single_agg;logit;19;prec;0.901618398637138
bpic2017_A;single_agg;logit;19;rec;0.8404128622469234
bpic2017_A;single_agg;logit;19;fscore;0.8699404150400657
bpic2017_A;single_agg;logit;20;auc;0.9581502855958348
bpic2017_A;single_agg;logit;20;prec;0.8992053534086156
bpic2017_A;single_agg;logit;20;rec;0.8535132989281461
bpic2017_A;single_agg;logit;20;fscore;0.8757637474541751
bpic2017_A;single_agg;logit;-1;auc;0.8332740251805096
bpic2017_A;single_agg;logit;-1;fscore;0.7740805634442138
bpic2012_C;cluster_agg;svm;1;auc;0.5565253052371988
bpic2012_C;cluster_agg;svm;1;prec;0.0
bpic2012_C;cluster_agg;svm;1;rec;0.0
bpic2012_C;cluster_agg;svm;1;fscore;0.0
bpic2012_C;cluster_agg;svm;2;auc;0.5336201296914049
bpic2012_C;cluster_agg;svm;2;prec;0.0
bpic2012_C;cluster_agg;svm;2;rec;0.0
bpic2012_C;cluster_agg;svm;2;fscore;0.0
bpic2012_C;cluster_agg;svm;3;auc;0.5232547258094703
bpic2012_C;cluster_agg;svm;3;prec;0.0
bpic2012_C;cluster_agg;svm;3;rec;0.0
bpic2012_C;cluster_agg;svm;3;fscore;0.0
bpic2012_C;cluster_agg;svm;4;auc;0.5070845856590811
bpic2012_C;cluster_agg;svm;4;prec;0.0
bpic2012_C;cluster_agg;svm;4;rec;0.0
bpic2012_C;cluster_agg;svm;4;fscore;0.0
bpic2012_C;cluster_agg;svm;5;auc;0.5007541478129713
bpic2012_C;cluster_agg;svm;5;prec;0.0
bpic2012_C;cluster_agg;svm;5;rec;0.0
bpic2012_C;cluster_agg;svm;5;fscore;0.0
bpic2012_C;cluster_agg;svm;6;auc;0.5007541478129713
bpic2012_C;cluster_agg;svm;6;prec;0.0
bpic2012_C;cluster_agg;svm;6;rec;0.0
bpic2012_C;cluster_agg;svm;6;fscore;0.0
bpic2012_C;cluster_agg;svm;7;auc;0.5007541478129713
bpic2012_C;cluster_agg;svm;7;prec;0.0
bpic2012_C;cluster_agg;svm;7;rec;0.0
bpic2012_C;cluster_agg;svm;7;fscore;0.0
bpic2012_C;cluster_agg;svm;8;auc;0.5
bpic2012_C;cluster_agg;svm;8;prec;0.0
bpic2012_C;cluster_agg;svm;8;rec;0.0
bpic2012_C;cluster_agg;svm;8;fscore;0.0
bpic2012_C;cluster_agg;svm;9;auc;0.5
bpic2012_C;cluster_agg;svm;9;prec;0.0
bpic2012_C;cluster_agg;svm;9;rec;0.0
bpic2012_C;cluster_agg;svm;9;fscore;0.0
bpic2012_C;cluster_agg;svm;10;auc;0.5
bpic2012_C;cluster_agg;svm;10;prec;0.0
bpic2012_C;cluster_agg;svm;10;rec;0.0
bpic2012_C;cluster_agg;svm;10;fscore;0.0
bpic2012_C;cluster_agg;svm;11;auc;0.5
bpic2012_C;cluster_agg;svm;11;prec;0.0
bpic2012_C;cluster_agg;svm;11;rec;0.0
bpic2012_C;cluster_agg;svm;11;fscore;0.0
bpic2012_C;cluster_agg;svm;12;auc;0.5
bpic2012_C;cluster_agg;svm;12;prec;0.0
bpic2012_C;cluster_agg;svm;12;rec;0.0
bpic2012_C;cluster_agg;svm;12;fscore;0.0
bpic2012_C;cluster_agg;svm;13;auc;0.5
bpic2012_C;cluster_agg;svm;13;prec;0.0
bpic2012_C;cluster_agg;svm;13;rec;0.0
bpic2012_C;cluster_agg;svm;13;fscore;0.0
bpic2012_C;cluster_agg;svm;14;auc;0.5
bpic2012_C;cluster_agg;svm;14;prec;0.0
bpic2012_C;cluster_agg;svm;14;rec;0.0
bpic2012_C;cluster_agg;svm;14;fscore;0.0
bpic2012_C;cluster_agg;svm;15;auc;0.5
bpic2012_C;cluster_agg;svm;15;prec;0.0
bpic2012_C;cluster_agg;svm;15;rec;0.0
bpic2012_C;cluster_agg;svm;15;fscore;0.0
bpic2012_C;cluster_agg;svm;16;auc;0.5
bpic2012_C;cluster_agg;svm;16;prec;0.0
bpic2012_C;cluster_agg;svm;16;rec;0.0
bpic2012_C;cluster_agg;svm;16;fscore;0.0
bpic2012_C;cluster_agg;svm;17;auc;0.4680876370816186
bpic2012_C;cluster_agg;svm;17;prec;0.0
bpic2012_C;cluster_agg;svm;17;rec;0.0
bpic2012_C;cluster_agg;svm;17;fscore;0.0
bpic2012_C;cluster_agg;svm;18;auc;0.4677764111627241
bpic2012_C;cluster_agg;svm;18;prec;0.0
bpic2012_C;cluster_agg;svm;18;rec;0.0
bpic2012_C;cluster_agg;svm;18;fscore;0.0
bpic2012_C;cluster_agg;svm;19;auc;0.4380817456857868
bpic2012_C;cluster_agg;svm;19;prec;0.0
bpic2012_C;cluster_agg;svm;19;rec;0.0
bpic2012_C;cluster_agg;svm;19;fscore;0.0
bpic2012_C;cluster_agg;svm;20;auc;0.4431093784346433
bpic2012_C;cluster_agg;svm;20;prec;0.0
bpic2012_C;cluster_agg;svm;20;rec;0.0
bpic2012_C;cluster_agg;svm;20;fscore;0.0
bpic2012_C;cluster_agg;svm;21;auc;0.4360978372446993
bpic2012_C;cluster_agg;svm;21;prec;0.0
bpic2012_C;cluster_agg;svm;21;rec;0.0
bpic2012_C;cluster_agg;svm;21;fscore;0.0
bpic2012_C;cluster_agg;svm;22;auc;0.4175104228707565
bpic2012_C;cluster_agg;svm;22;prec;0.0
bpic2012_C;cluster_agg;svm;22;rec;0.0
bpic2012_C;cluster_agg;svm;22;fscore;0.0
bpic2012_C;cluster_agg;svm;23;auc;0.4275099437941777
bpic2012_C;cluster_agg;svm;23;prec;0.0
bpic2012_C;cluster_agg;svm;23;rec;0.0
bpic2012_C;cluster_agg;svm;23;fscore;0.0
bpic2012_C;cluster_agg;svm;24;auc;0.41506620331676414
bpic2012_C;cluster_agg;svm;24;prec;0.0
bpic2012_C;cluster_agg;svm;24;rec;0.0
bpic2012_C;cluster_agg;svm;24;fscore;0.0
bpic2012_C;cluster_agg;svm;25;auc;0.43208954495308943
bpic2012_C;cluster_agg;svm;25;prec;0.0
bpic2012_C;cluster_agg;svm;25;rec;0.0
bpic2012_C;cluster_agg;svm;25;fscore;0.0
bpic2012_C;cluster_agg;svm;26;auc;0.4314477069380358
bpic2012_C;cluster_agg;svm;26;prec;0.0
bpic2012_C;cluster_agg;svm;26;rec;0.0
bpic2012_C;cluster_agg;svm;26;fscore;0.0
bpic2012_C;cluster_agg;svm;27;auc;0.4446882494004796
bpic2012_C;cluster_agg;svm;27;prec;0.0
bpic2012_C;cluster_agg;svm;27;rec;0.0
bpic2012_C;cluster_agg;svm;27;fscore;0.0
bpic2012_C;cluster_agg;svm;28;auc;0.4484828955848118
bpic2012_C;cluster_agg;svm;28;prec;0.0
bpic2012_C;cluster_agg;svm;28;rec;0.0
bpic2012_C;cluster_agg;svm;28;fscore;0.0
bpic2012_C;cluster_agg;svm;29;auc;0.4456088197069061
bpic2012_C;cluster_agg;svm;29;prec;0.0
bpic2012_C;cluster_agg;svm;29;rec;0.0
bpic2012_C;cluster_agg;svm;29;fscore;0.0
bpic2012_C;cluster_agg;svm;30;auc;0.4427208835341365
bpic2012_C;cluster_agg;svm;30;prec;0.0
bpic2012_C;cluster_agg;svm;30;rec;0.0
bpic2012_C;cluster_agg;svm;30;fscore;0.0
bpic2012_C;cluster_agg;svm;31;auc;0.4363467088725445
bpic2012_C;cluster_agg;svm;31;prec;0.0
bpic2012_C;cluster_agg;svm;31;rec;0.0
bpic2012_C;cluster_agg;svm;31;fscore;0.0
bpic2012_C;cluster_agg;svm;32;auc;0.4419881046094638
bpic2012_C;cluster_agg;svm;32;prec;0.0
bpic2012_C;cluster_agg;svm;32;rec;0.0
bpic2012_C;cluster_agg;svm;32;fscore;0.0
bpic2012_C;cluster_agg;svm;33;auc;0.4492822353242759
bpic2012_C;cluster_agg;svm;33;prec;0.0
bpic2012_C;cluster_agg;svm;33;rec;0.0
bpic2012_C;cluster_agg;svm;33;fscore;0.0
