dataset;method;cls;nr_events;metric;score
bpic2012_D;cluster_laststate;catboost;19;prec;0.3053435114503817
bpic2012_D;cluster_laststate;catboost;19;rec;0.223463687150838
bpic2012_D;cluster_laststate;catboost;19;fscore;0.25806451612903225
bpic2012_D;cluster_laststate;catboost;20;auc;0.6748150806778814
bpic2012_D;cluster_laststate;catboost;20;prec;0.3583333333333333
bpic2012_D;cluster_laststate;catboost;20;rec;0.24022346368715086
bpic2012_D;cluster_laststate;catboost;20;fscore;0.2876254180602007
bpic2012_D;cluster_laststate;catboost;21;auc;0.7039639270342283
bpic2012_D;cluster_laststate;catboost;21;prec;0.38524590163934425
bpic2012_D;cluster_laststate;catboost;21;rec;0.26857142857142857
bpic2012_D;cluster_laststate;catboost;21;fscore;0.3164983164983165
bpic2012_D;cluster_laststate;catboost;22;auc;0.7271905453037528
bpic2012_D;cluster_laststate;catboost;22;prec;0.4220183486238532
bpic2012_D;cluster_laststate;catboost;22;rec;0.26285714285714284
bpic2012_D;cluster_laststate;catboost;22;fscore;0.323943661971831
bpic2012_D;cluster_laststate;catboost;23;auc;0.6950558213716108
bpic2012_D;cluster_laststate;catboost;23;prec;0.3793103448275862
bpic2012_D;cluster_laststate;catboost;23;rec;0.26666666666666666
bpic2012_D;cluster_laststate;catboost;23;fscore;0.3131672597864769
bpic2012_D;cluster_laststate;catboost;24;auc;0.7124009310829021
bpic2012_D;cluster_laststate;catboost;24;prec;0.4375
bpic2012_D;cluster_laststate;catboost;24;rec;0.3006134969325153
bpic2012_D;cluster_laststate;catboost;24;fscore;0.3563636363636363
bpic2012_D;cluster_laststate;catboost;25;auc;0.6909997470062405
bpic2012_D;cluster_laststate;catboost;25;prec;0.3663366336633663
bpic2012_D;cluster_laststate;catboost;25;rec;0.24025974025974026
bpic2012_D;cluster_laststate;catboost;25;fscore;0.2901960784313725
bpic2012_D;cluster_laststate;catboost;26;auc;0.7077698754549401
bpic2012_D;cluster_laststate;catboost;26;prec;0.3978494623655914
bpic2012_D;cluster_laststate;catboost;26;rec;0.2483221476510067
bpic2012_D;cluster_laststate;catboost;26;fscore;0.3057851239669422
bpic2012_D;cluster_laststate;catboost;27;auc;0.7249872685041424
bpic2012_D;cluster_laststate;catboost;27;prec;0.4747474747474748
bpic2012_D;cluster_laststate;catboost;27;rec;0.32867132867132864
bpic2012_D;cluster_laststate;catboost;27;fscore;0.3884297520661156
bpic2012_D;cluster_laststate;catboost;28;auc;0.7319237279170633
bpic2012_D;cluster_laststate;catboost;28;prec;0.5348837209302325
bpic2012_D;cluster_laststate;catboost;28;rec;0.3333333333333333
bpic2012_D;cluster_laststate;catboost;28;fscore;0.4107142857142857
bpic2012_D;cluster_laststate;catboost;29;auc;0.7209148517288053
bpic2012_D;cluster_laststate;catboost;29;prec;0.4736842105263158
bpic2012_D;cluster_laststate;catboost;29;rec;0.2857142857142857
bpic2012_D;cluster_laststate;catboost;29;fscore;0.3564356435643564
bpic2012_D;cluster_laststate;catboost;30;auc;0.7135302045481686
bpic2012_D;cluster_laststate;catboost;30;prec;0.5066666666666667
bpic2012_D;cluster_laststate;catboost;30;rec;0.3247863247863248
bpic2012_D;cluster_laststate;catboost;30;fscore;0.39583333333333337
bpic2012_D;cluster_laststate;catboost;31;auc;0.7307395993836671
bpic2012_D;cluster_laststate;catboost;31;prec;0.5285714285714286
bpic2012_D;cluster_laststate;catboost;31;rec;0.3363636363636364
bpic2012_D;cluster_laststate;catboost;31;fscore;0.4111111111111112
bpic2012_D;cluster_laststate;catboost;32;auc;0.7619949494949496
bpic2012_D;cluster_laststate;catboost;32;prec;0.5352112676056338
bpic2012_D;cluster_laststate;catboost;32;rec;0.3838383838383838
bpic2012_D;cluster_laststate;catboost;32;fscore;0.4470588235294117
bpic2012_D;cluster_laststate;catboost;33;auc;0.7241956380911251
bpic2012_D;cluster_laststate;catboost;33;prec;0.4339622641509434
bpic2012_D;cluster_laststate;catboost;33;rec;0.26136363636363635
bpic2012_D;cluster_laststate;catboost;33;fscore;0.3262411347517731
bpic2012_D;cluster_laststate;catboost;34;auc;0.6994924175961901
bpic2012_D;cluster_laststate;catboost;34;prec;0.3725490196078432
bpic2012_D;cluster_laststate;catboost;34;rec;0.2405063291139241
bpic2012_D;cluster_laststate;catboost;34;fscore;0.2923076923076923
bpic2012_D;cluster_laststate;catboost;35;auc;0.662228870605834
bpic2012_D;cluster_laststate;catboost;35;prec;0.4
bpic2012_D;cluster_laststate;catboost;35;rec;0.2
bpic2012_D;cluster_laststate;catboost;35;fscore;0.26666666666666666
bpic2012_D;cluster_laststate;catboost;36;auc;0.6665095350332119
bpic2012_D;cluster_laststate;catboost;36;prec;0.3333333333333333
bpic2012_D;cluster_laststate;catboost;36;rec;0.16923076923076924
bpic2012_D;cluster_laststate;catboost;36;fscore;0.22448979591836732
bpic2012_D;cluster_laststate;catboost;37;auc;0.6514456630109671
bpic2012_D;cluster_laststate;catboost;37;prec;0.2962962962962963
bpic2012_D;cluster_laststate;catboost;37;rec;0.13559322033898305
bpic2012_D;cluster_laststate;catboost;37;fscore;0.18604651162790695
bpic2012_D;cluster_laststate;catboost;38;auc;0.6579206836108676
bpic2012_D;cluster_laststate;catboost;38;prec;0.2333333333333333
bpic2012_D;cluster_laststate;catboost;38;rec;0.125
bpic2012_D;cluster_laststate;catboost;38;fscore;0.16279069767441862
bpic2012_D;cluster_laststate;catboost;39;auc;0.6323174006444684
bpic2012_D;cluster_laststate;catboost;39;prec;0.17391304347826084
bpic2012_D;cluster_laststate;catboost;39;rec;0.08163265306122447
bpic2012_D;cluster_laststate;catboost;39;fscore;0.11111111111111112
bpic2012_D;cluster_laststate;catboost;40;auc;0.6332355099046222
bpic2012_D;cluster_laststate;catboost;40;prec;0.2
bpic2012_D;cluster_laststate;catboost;40;rec;0.0851063829787234
bpic2012_D;cluster_laststate;catboost;40;fscore;0.11940298507462685
bpic2012_D;cluster_laststate;catboost;-1;auc;0.6774496325558416
bpic2012_D;cluster_laststate;catboost;-1;fscore;0.7552885598156079
bpic2012_C;state_laststate;rf;1;auc;0.9782480650879104
bpic2012_C;state_laststate;rf;1;prec;0.8711864406779661
bpic2012_C;state_laststate;rf;1;rec;0.937956204379562
bpic2012_C;state_laststate;rf;1;fscore;0.9033391915641475
bpic2012_C;state_laststate;rf;2;auc;0.9811242857614692
bpic2012_C;state_laststate;rf;2;prec;0.8595317725752508
bpic2012_C;state_laststate;rf;2;rec;0.937956204379562
bpic2012_C;state_laststate;rf;2;fscore;0.8970331588132635
bpic2012_C;state_laststate;rf;3;auc;0.9751516552718784
bpic2012_C;state_laststate;rf;3;prec;0.8873239436619719
bpic2012_C;state_laststate;rf;3;rec;0.9197080291970804
bpic2012_C;state_laststate;rf;3;fscore;0.9032258064516128
bpic2012_C;state_laststate;rf;4;auc;0.9765498563265844
bpic2012_C;state_laststate;rf;4;prec;0.887719298245614
bpic2012_C;state_laststate;rf;4;rec;0.9233576642335768
bpic2012_C;state_laststate;rf;4;fscore;0.9051878354203936
bpic2012_C;state_laststate;rf;5;auc;0.9757131375851856
bpic2012_C;state_laststate;rf;5;prec;0.918819188191882
bpic2012_C;state_laststate;rf;5;rec;0.9087591240875912
bpic2012_C;state_laststate;rf;5;fscore;0.9137614678899082
bpic2012_C;state_laststate;rf;6;auc;0.9782508174521912
bpic2012_C;state_laststate;rf;6;prec;0.9032258064516128
bpic2012_C;state_laststate;rf;6;rec;0.9197080291970804
bpic2012_C;state_laststate;rf;6;fscore;0.9113924050632912
bpic2012_C;state_laststate;rf;7;auc;0.976962710968722
bpic2012_C;state_laststate;rf;7;prec;0.8838028169014085
bpic2012_C;state_laststate;rf;7;rec;0.9160583941605841
bpic2012_C;state_laststate;rf;7;fscore;0.8996415770609321
bpic2012_C;state_laststate;rf;8;auc;0.977433365260759
bpic2012_C;state_laststate;rf;8;prec;0.9154411764705882
bpic2012_C;state_laststate;rf;8;rec;0.9087591240875912
bpic2012_C;state_laststate;rf;8;fscore;0.912087912087912
bpic2012_C;state_laststate;rf;9;auc;0.9773728132465788
bpic2012_C;state_laststate;rf;9;prec;0.912087912087912
bpic2012_C;state_laststate;rf;9;rec;0.9087591240875912
bpic2012_C;state_laststate;rf;9;fscore;0.9104204753199268
bpic2012_C;state_laststate;rf;10;auc;0.9775517169248384
bpic2012_C;state_laststate;rf;10;prec;0.9318181818181818
bpic2012_C;state_laststate;rf;10;rec;0.8978102189781022
bpic2012_C;state_laststate;rf;10;fscore;0.9144981412639404
bpic2012_C;state_laststate;rf;11;auc;0.9788178044940604
bpic2012_C;state_laststate;rf;11;prec;0.9194139194139194
bpic2012_C;state_laststate;rf;11;rec;0.9160583941605841
bpic2012_C;state_laststate;rf;11;fscore;0.9177330895795246
bpic2012_C;state_laststate;rf;12;auc;0.9780801708667746
bpic2012_C;state_laststate;rf;12;prec;0.9360902255639098
bpic2012_C;state_laststate;rf;12;rec;0.9087591240875912
bpic2012_C;state_laststate;rf;12;fscore;0.9222222222222222
bpic2012_C;state_laststate;rf;13;auc;0.979161850029175
bpic2012_C;state_laststate;rf;13;prec;0.9216417910447762
bpic2012_C;state_laststate;rf;13;rec;0.9014598540145984
bpic2012_C;state_laststate;rf;13;fscore;0.9114391143911441
bpic2012_C;state_laststate;rf;14;auc;0.9797728748995388
bpic2012_C;state_laststate;rf;14;prec;0.9283018867924528
bpic2012_C;state_laststate;rf;14;rec;0.8978102189781022
bpic2012_C;state_laststate;rf;14;fscore;0.9128014842300556
bpic2012_C;state_laststate;rf;15;auc;0.9814435600180555
bpic2012_C;state_laststate;rf;15;prec;0.946153846153846
bpic2012_C;state_laststate;rf;15;rec;0.8978102189781022
bpic2012_C;state_laststate;rf;15;fscore;0.9213483146067416
bpic2012_C;state_laststate;rf;16;auc;0.9813004370754478
bpic2012_C;state_laststate;rf;16;prec;0.942528735632184
bpic2012_C;state_laststate;rf;16;rec;0.8978102189781022
bpic2012_C;state_laststate;rf;16;fscore;0.9196261682242992
bpic2012_C;state_laststate;rf;17;auc;0.9795031757737231
bpic2012_C;state_laststate;rf;17;prec;0.9306122448979592
bpic2012_C;state_laststate;rf;17;rec;0.8976377952755905
bpic2012_C;state_laststate;rf;17;fscore;0.9138276553106212
bpic2012_C;state_laststate;rf;18;auc;0.9791982613472172
bpic2012_C;state_laststate;rf;18;prec;0.9294605809128632
bpic2012_C;state_laststate;rf;18;rec;0.8853754940711462
bpic2012_C;state_laststate;rf;18;fscore;0.9068825910931174
bpic2012_C;state_laststate;rf;19;auc;0.9783712402882124
bpic2012_C;state_laststate;rf;19;prec;0.9288888888888888
bpic2012_C;state_laststate;rf;19;rec;0.8855932203389829
bpic2012_C;state_laststate;rf;19;fscore;0.9067245119305856
bpic2012_C;state_laststate;rf;20;auc;0.9806819504247644
bpic2012_C;state_laststate;rf;20;prec;0.9452054794520548
bpic2012_C;state_laststate;rf;20;rec;0.8846153846153846
bpic2012_C;state_laststate;rf;20;fscore;0.913907284768212
bpic2012_C;state_laststate;rf;21;auc;0.9797210718204664
bpic2012_C;state_laststate;rf;21;prec;0.9310344827586208
bpic2012_C;state_laststate;rf;21;rec;0.8790697674418605
bpic2012_C;state_laststate;rf;21;fscore;0.9043062200956938
bpic2012_C;state_laststate;rf;22;auc;0.9811395672026999
bpic2012_C;state_laststate;rf;22;prec;0.917948717948718
bpic2012_C;state_laststate;rf;22;rec;0.8647342995169082
bpic2012_C;state_laststate;rf;22;fscore;0.8905472636815921
bpic2012_C;state_laststate;rf;23;auc;0.9776681497628944
bpic2012_C;state_laststate;rf;23;prec;0.9421965317919077
bpic2012_C;state_laststate;rf;23;rec;0.844559585492228
bpic2012_C;state_laststate;rf;23;fscore;0.8907103825136612
bpic2012_C;state_laststate;rf;24;auc;0.979232833326002
bpic2012_C;state_laststate;rf;24;prec;0.9216867469879518
bpic2012_C;state_laststate;rf;24;rec;0.8547486033519553
bpic2012_C;state_laststate;rf;24;fscore;0.8869565217391305
bpic2012_C;state_laststate;rf;25;auc;0.9779408175419072
bpic2012_C;state_laststate;rf;25;prec;0.9113924050632912
bpic2012_C;state_laststate;rf;25;rec;0.8421052631578947
bpic2012_C;state_laststate;rf;25;fscore;0.8753799392097265
bpic2012_C;state_laststate;rf;26;auc;0.9789859072775944
bpic2012_C;state_laststate;rf;26;prec;0.9183673469387756
bpic2012_C;state_laststate;rf;26;rec;0.8282208588957055
bpic2012_C;state_laststate;rf;26;fscore;0.8709677419354839
bpic2012_C;state_laststate;rf;27;auc;0.9816067146282974
bpic2012_C;state_laststate;rf;27;prec;0.9197080291970804
bpic2012_C;state_laststate;rf;27;rec;0.84
bpic2012_C;state_laststate;rf;27;fscore;0.8780487804878049
bpic2012_C;state_laststate;rf;28;auc;0.9775557981402812
bpic2012_C;state_laststate;rf;28;prec;0.890625
bpic2012_C;state_laststate;rf;28;rec;0.8201438848920863
bpic2012_C;state_laststate;rf;28;fscore;0.8539325842696629
bpic2012_C;state_laststate;rf;29;auc;0.9708922782748988
bpic2012_C;state_laststate;rf;29;prec;0.860655737704918
bpic2012_C;state_laststate;rf;29;rec;0.8015267175572519
bpic2012_C;state_laststate;rf;29;fscore;0.8300395256916997
bpic2012_C;state_laststate;rf;30;auc;0.9794260374832664
bpic2012_C;state_laststate;rf;30;prec;0.8909090909090909
bpic2012_C;state_laststate;rf;30;rec;0.8166666666666667
bpic2012_C;state_laststate;rf;30;fscore;0.8521739130434782
bpic2012_C;state_laststate;rf;31;auc;0.9751699096918349
bpic2012_C;state_laststate;rf;31;prec;0.903846153846154
bpic2012_C;state_laststate;rf;31;rec;0.8173913043478261
bpic2012_C;state_laststate;rf;31;fscore;0.858447488584475
bpic2012_C;state_laststate;rf;32;auc;0.9694633954342692
bpic2012_C;state_laststate;rf;32;prec;0.912087912087912
bpic2012_C;state_laststate;rf;32;rec;0.8058252427184466
bpic2012_C;state_laststate;rf;32;fscore;0.8556701030927835
bpic2012_C;state_laststate;rf;33;auc;0.9780953601640604
bpic2012_C;state_laststate;rf;33;prec;0.9058823529411764
bpic2012_C;state_laststate;rf;33;rec;0.8191489361702128
bpic2012_C;state_laststate;rf;33;fscore;0.8603351955307263
bpic2012_C;state_laststate;rf;34;auc;0.9751468659099984
bpic2012_C;state_laststate;rf;34;prec;0.9210526315789472
bpic2012_C;state_laststate;rf;34;rec;0.7865168539325843
bpic2012_C;state_laststate;rf;34;fscore;0.8484848484848485
bpic2012_C;state_laststate;rf;35;auc;0.9724378881987578
bpic2012_C;state_laststate;rf;35;prec;0.8985507246376812
bpic2012_C;state_laststate;rf;35;rec;0.7380952380952381
bpic2012_C;state_laststate;rf;35;fscore;0.8104575163398693
bpic2012_C;state_laststate;rf;36;auc;0.9811798326189018
bpic2012_C;state_laststate;rf;36;prec;0.8666666666666667
bpic2012_C;state_laststate;rf;36;rec;0.7536231884057971
bpic2012_C;state_laststate;rf;36;fscore;0.8062015503875969
bpic2012_C;state_laststate;rf;37;auc;0.9765779536054666
bpic2012_C;state_laststate;rf;37;prec;0.9074074074074074
bpic2012_C;state_laststate;rf;37;rec;0.7313432835820896
bpic2012_C;state_laststate;rf;37;fscore;0.8099173553719008
bpic2012_C;state_laststate;rf;38;auc;0.975806842999272
bpic2012_C;state_laststate;rf;38;prec;0.9215686274509804
bpic2012_C;state_laststate;rf;38;rec;0.7230769230769231
bpic2012_C;state_laststate;rf;38;fscore;0.8103448275862069
bpic2012_C;state_laststate;rf;39;auc;0.9731926668972676
bpic2012_C;state_laststate;rf;39;prec;0.9130434782608696
bpic2012_C;state_laststate;rf;39;rec;0.7118644067796609
bpic2012_C;state_laststate;rf;39;fscore;0.7999999999999999
bpic2012_C;state_laststate;rf;40;auc;0.9771013300425064
bpic2012_C;state_laststate;rf;40;prec;0.9722222222222222
bpic2012_C;state_laststate;rf;40;rec;0.6862745098039216
bpic2012_C;state_laststate;rf;40;fscore;0.8045977011494253
bpic2012_C;state_laststate;rf;-1;auc;0.9788987495511304
bpic2012_C;state_laststate;rf;-1;fscore;0.9477372929011676
bpic2015_3;prefix_agg;svm;1;auc;0.5
bpic2015_3;prefix_agg;svm;1;prec;0.0
bpic2015_3;prefix_agg;svm;1;rec;0.0
bpic2015_3;prefix_agg;svm;1;fscore;0.0
bpic2015_3;prefix_agg;svm;-1;auc;0.5
bpic2015_3;prefix_agg;svm;-1;fscore;0.0
bpic2012_C;single_laststate;xgboost;1;auc;0.9708827382721756
bpic2012_C;single_laststate;xgboost;1;prec;0.8772563176895307
bpic2012_C;single_laststate;xgboost;1;rec;0.8868613138686131
bpic2012_C;single_laststate;xgboost;1;fscore;0.8820326678765881
bpic2012_C;single_laststate;xgboost;2;auc;0.9712185267144476
bpic2012_C;single_laststate;xgboost;2;prec;0.8868613138686131
bpic2012_C;single_laststate;xgboost;2;rec;0.8868613138686131
bpic2012_C;single_laststate;xgboost;2;fscore;0.8868613138686131
bpic2012_C;single_laststate;xgboost;3;auc;0.9705304356442184
bpic2012_C;single_laststate;xgboost;3;prec;0.8795620437956204
bpic2012_C;single_laststate;xgboost;3;rec;0.8795620437956204
bpic2012_C;single_laststate;xgboost;3;fscore;0.8795620437956204
bpic2012_C;single_laststate;xgboost;4;auc;0.972402043355242
bpic2012_C;single_laststate;xgboost;4;prec;0.8745519713261649
bpic2012_C;single_laststate;xgboost;4;rec;0.8905109489051095
bpic2012_C;single_laststate;xgboost;4;fscore;0.8824593128390597
bpic2012_C;single_laststate;xgboost;5;auc;0.9769379396901938
bpic2012_C;single_laststate;xgboost;5;prec;0.8884892086330936
bpic2012_C;single_laststate;xgboost;5;rec;0.9014598540145984
bpic2012_C;single_laststate;xgboost;5;fscore;0.894927536231884
bpic2012_C;single_laststate;xgboost;6;auc;0.9755369862712068
bpic2012_C;single_laststate;xgboost;6;prec;0.8924731182795699
bpic2012_C;single_laststate;xgboost;6;rec;0.9087591240875912
bpic2012_C;single_laststate;xgboost;6;fscore;0.9005424954792043
bpic2012_C;single_laststate;xgboost;7;auc;0.975173674186126
bpic2012_C;single_laststate;xgboost;7;prec;0.894927536231884
bpic2012_C;single_laststate;xgboost;7;rec;0.9014598540145984
bpic2012_C;single_laststate;xgboost;7;fscore;0.8981818181818182
bpic2012_C;single_laststate;xgboost;8;auc;0.9753360636786998
bpic2012_C;single_laststate;xgboost;8;prec;0.8821428571428571
bpic2012_C;single_laststate;xgboost;8;rec;0.9014598540145984
bpic2012_C;single_laststate;xgboost;8;fscore;0.891696750902527
bpic2012_C;single_laststate;xgboost;9;auc;0.9755947859211062
bpic2012_C;single_laststate;xgboost;9;prec;0.8848920863309353
bpic2012_C;single_laststate;xgboost;9;rec;0.8978102189781022
bpic2012_C;single_laststate;xgboost;9;fscore;0.8913043478260869
bpic2012_C;single_laststate;xgboost;10;auc;0.9766186654336074
bpic2012_C;single_laststate;xgboost;10;prec;0.8916967509025271
bpic2012_C;single_laststate;xgboost;10;rec;0.9014598540145984
bpic2012_C;single_laststate;xgboost;10;fscore;0.8965517241379312
bpic2012_C;single_laststate;xgboost;11;auc;0.9763076482698638
bpic2012_C;single_laststate;xgboost;11;prec;0.8920863309352518
bpic2012_C;single_laststate;xgboost;11;rec;0.9051094890510948
bpic2012_C;single_laststate;xgboost;11;fscore;0.8985507246376812
bpic2012_C;single_laststate;xgboost;12;auc;0.9759828692847156
bpic2012_C;single_laststate;xgboost;12;prec;0.8884892086330936
bpic2012_C;single_laststate;xgboost;12;rec;0.9014598540145984
bpic2012_C;single_laststate;xgboost;12;fscore;0.894927536231884
bpic2012_C;single_laststate;xgboost;13;auc;0.974573658772886
bpic2012_C;single_laststate;xgboost;13;prec;0.8857142857142857
bpic2012_C;single_laststate;xgboost;13;rec;0.9051094890510948
bpic2012_C;single_laststate;xgboost;13;fscore;0.8953068592057762
bpic2012_C;single_laststate;xgboost;14;auc;0.9743947550946264
bpic2012_C;single_laststate;xgboost;14;prec;0.8892857142857142
bpic2012_C;single_laststate;xgboost;14;rec;0.9087591240875912
bpic2012_C;single_laststate;xgboost;14;fscore;0.8989169675090253
bpic2012_C;single_laststate;xgboost;15;auc;0.9736598738316212
bpic2012_C;single_laststate;xgboost;15;prec;0.8817204301075269
bpic2012_C;single_laststate;xgboost;15;rec;0.8978102189781022
bpic2012_C;single_laststate;xgboost;15;fscore;0.8896925858951176
bpic2012_C;single_laststate;xgboost;16;auc;0.9735635410817892
bpic2012_C;single_laststate;xgboost;16;prec;0.8812949640287769
bpic2012_C;single_laststate;xgboost;16;rec;0.8941605839416058
bpic2012_C;single_laststate;xgboost;16;fscore;0.8876811594202898
bpic2012_C;single_laststate;xgboost;17;auc;0.9742696909865118
bpic2012_C;single_laststate;xgboost;17;prec;0.8828125
bpic2012_C;single_laststate;xgboost;17;rec;0.8897637795275591
bpic2012_C;single_laststate;xgboost;17;fscore;0.8862745098039215
bpic2012_C;single_laststate;xgboost;18;auc;0.9730096843915312
bpic2012_C;single_laststate;xgboost;18;prec;0.8823529411764706
bpic2012_C;single_laststate;xgboost;18;rec;0.8893280632411067
bpic2012_C;single_laststate;xgboost;18;fscore;0.8858267716535433
bpic2012_C;single_laststate;xgboost;19;auc;0.9734448319187672
bpic2012_C;single_laststate;xgboost;19;prec;0.8879310344827587
bpic2012_C;single_laststate;xgboost;19;rec;0.8728813559322034
bpic2012_C;single_laststate;xgboost;19;fscore;0.8803418803418803
bpic2012_C;single_laststate;xgboost;20;auc;0.9739613639008496
bpic2012_C;single_laststate;xgboost;20;prec;0.9
bpic2012_C;single_laststate;xgboost;20;rec;0.8846153846153846
bpic2012_C;single_laststate;xgboost;20;fscore;0.8922413793103449
bpic2012_C;single_laststate;xgboost;21;auc;0.974606208629783
bpic2012_C;single_laststate;xgboost;21;prec;0.9004739336492891
bpic2012_C;single_laststate;xgboost;21;rec;0.8837209302325582
bpic2012_C;single_laststate;xgboost;21;fscore;0.892018779342723
bpic2012_C;single_laststate;xgboost;22;auc;0.9739226023720764
bpic2012_C;single_laststate;xgboost;22;prec;0.8921568627450981
bpic2012_C;single_laststate;xgboost;22;rec;0.8792270531400966
bpic2012_C;single_laststate;xgboost;22;fscore;0.8856447688564477
bpic2012_C;single_laststate;xgboost;23;auc;0.9690339268429572
bpic2012_C;single_laststate;xgboost;23;prec;0.9021739130434784
bpic2012_C;single_laststate;xgboost;23;rec;0.8601036269430051
bpic2012_C;single_laststate;xgboost;23;fscore;0.8806366047745358
bpic2012_C;single_laststate;xgboost;24;auc;0.966260502353407
bpic2012_C;single_laststate;xgboost;24;prec;0.8901734104046243
bpic2012_C;single_laststate;xgboost;24;rec;0.8603351955307262
bpic2012_C;single_laststate;xgboost;24;fscore;0.875
bpic2012_C;single_laststate;xgboost;25;auc;0.9606947251266732
bpic2012_C;single_laststate;xgboost;25;prec;0.8787878787878788
bpic2012_C;single_laststate;xgboost;25;rec;0.847953216374269
bpic2012_C;single_laststate;xgboost;25;fscore;0.8630952380952379
bpic2012_C;single_laststate;xgboost;26;auc;0.9616902934161049
bpic2012_C;single_laststate;xgboost;26;prec;0.8831168831168831
bpic2012_C;single_laststate;xgboost;26;rec;0.8343558282208589
bpic2012_C;single_laststate;xgboost;26;fscore;0.8580441640378549
bpic2012_C;single_laststate;xgboost;27;auc;0.9654196642685852
bpic2012_C;single_laststate;xgboost;27;prec;0.8723404255319149
bpic2012_C;single_laststate;xgboost;27;rec;0.82
bpic2012_C;single_laststate;xgboost;27;fscore;0.8453608247422681
bpic2012_C;single_laststate;xgboost;28;auc;0.966251496060921
bpic2012_C;single_laststate;xgboost;28;prec;0.8507462686567164
bpic2012_C;single_laststate;xgboost;28;rec;0.8201438848920863
bpic2012_C;single_laststate;xgboost;28;fscore;0.8351648351648351
bpic2012_C;single_laststate;xgboost;29;auc;0.9613913744939574
bpic2012_C;single_laststate;xgboost;29;prec;0.8359375
bpic2012_C;single_laststate;xgboost;29;rec;0.816793893129771
bpic2012_C;single_laststate;xgboost;29;fscore;0.8262548262548262
bpic2012_C;single_laststate;xgboost;30;auc;0.960475234270415
bpic2012_C;single_laststate;xgboost;30;prec;0.8095238095238095
bpic2012_C;single_laststate;xgboost;30;rec;0.85
bpic2012_C;single_laststate;xgboost;30;fscore;0.8292682926829269
bpic2012_C;single_laststate;xgboost;31;auc;0.9612047295410112
bpic2012_C;single_laststate;xgboost;31;prec;0.8016528925619835
bpic2012_C;single_laststate;xgboost;31;rec;0.8434782608695652
bpic2012_C;single_laststate;xgboost;31;fscore;0.8220338983050848
bpic2012_C;single_laststate;xgboost;32;auc;0.9607277180092714
bpic2012_C;single_laststate;xgboost;32;prec;0.7636363636363637
bpic2012_C;single_laststate;xgboost;32;rec;0.8155339805825242
bpic2012_C;single_laststate;xgboost;32;fscore;0.7887323943661971
bpic2012_C;single_laststate;xgboost;33;auc;0.9701871315047425
bpic2012_C;single_laststate;xgboost;33;prec;0.7878787878787878
bpic2012_C;single_laststate;xgboost;33;rec;0.8297872340425532
bpic2012_C;single_laststate;xgboost;33;fscore;0.8082901554404145
bpic2012_C;single_laststate;xgboost;34;auc;0.96566474647807
bpic2012_C;single_laststate;xgboost;34;prec;0.8222222222222222
bpic2012_C;single_laststate;xgboost;34;rec;0.8314606741573034
bpic2012_C;single_laststate;xgboost;34;fscore;0.8268156424581005
bpic2012_C;single_laststate;xgboost;35;auc;0.9602743271221532
bpic2012_C;single_laststate;xgboost;35;prec;0.8214285714285714
bpic2012_C;single_laststate;xgboost;35;rec;0.8214285714285714
bpic2012_C;single_laststate;xgboost;35;fscore;0.8214285714285714
bpic2012_C;single_laststate;xgboost;36;auc;0.9662788324147786
bpic2012_C;single_laststate;xgboost;36;prec;0.7945205479452054
bpic2012_C;single_laststate;xgboost;36;rec;0.8405797101449275
bpic2012_C;single_laststate;xgboost;36;fscore;0.8169014084507042
bpic2012_C;single_laststate;xgboost;37;auc;0.9610231972666786
bpic2012_C;single_laststate;xgboost;37;prec;0.8307692307692308
bpic2012_C;single_laststate;xgboost;37;rec;0.8059701492537313
bpic2012_C;single_laststate;xgboost;37;fscore;0.8181818181818182
bpic2012_C;single_laststate;xgboost;38;auc;0.9558844940548412
bpic2012_C;single_laststate;xgboost;38;prec;0.8412698412698413
bpic2012_C;single_laststate;xgboost;38;rec;0.8153846153846154
bpic2012_C;single_laststate;xgboost;38;fscore;0.8281250000000001
bpic2012_C;single_laststate;xgboost;39;auc;0.9636227372304854
bpic2012_C;single_laststate;xgboost;39;prec;0.8360655737704918
bpic2012_C;single_laststate;xgboost;39;rec;0.8644067796610171
bpic2012_C;single_laststate;xgboost;39;fscore;0.85
bpic2012_C;single_laststate;xgboost;40;auc;0.9559851912793088
bpic2012_C;single_laststate;xgboost;40;prec;0.82
bpic2012_C;single_laststate;xgboost;40;rec;0.8039215686274509
bpic2012_C;single_laststate;xgboost;40;fscore;0.8118811881188118
bpic2012_C;single_laststate;xgboost;-1;auc;0.9718138287174678
bpic2012_C;single_laststate;xgboost;-1;fscore;0.937336085026769
bpic2017_A;cluster_agg;catboost;1;auc;0.9041775597910714
bpic2017_A;cluster_agg;catboost;1;prec;0.7572254335260116
bpic2017_A;cluster_agg;catboost;1;rec;0.832076220722509
bpic2017_A;cluster_agg;catboost;1;fscore;0.7928882163797996
bpic2017_A;cluster_agg;catboost;2;auc;0.9046136714846024
bpic2017_A;cluster_agg;catboost;2;prec;0.7564748201438849
bpic2017_A;cluster_agg;catboost;2;rec;0.8348551012306471
bpic2017_A;cluster_agg;catboost;2;fscore;0.7937346669182865
bpic2017_A;cluster_agg;catboost;3;auc;0.9065351996452886
bpic2017_A;cluster_agg;catboost;3;prec;0.7568600208405697
bpic2017_A;cluster_agg;catboost;3;rec;0.8650258038904327
bpic2017_A;cluster_agg;catboost;3;fscore;0.807336050389033
