dataset;method;score
bpic2015_5_f2;cluster_laststate_logit;0.32941176470588235
bpic2015_5_f2;cluster_laststate_rf;0.4285714285714286
bpic2015_5_f2;cluster_laststate_svm;0.0
bpic2015_5_f2;cluster_laststate_xgboost;0.38000000000000006
bpic2015_5_f2;prefix_agg_catboost;0.4705882352941176
bpic2015_5_f2;prefix_agg_logit;0.3225806451612903
bpic2015_5_f2;prefix_agg_rf;0.45762711864406785
bpic2015_5_f2;prefix_agg_svm;0.0
bpic2015_5_f2;prefix_agg_xgboost;0.4761904761904762
bpic2015_5_f2;prefix_index_catboost;0.36363636363636376
bpic2015_5_f2;prefix_index_logit;0.3181818181818182
bpic2015_5_f2;prefix_index_rf;0.4642857142857143
bpic2015_5_f2;prefix_index_svm;0.0
bpic2015_5_f2;prefix_index_xgboost;0.4642857142857143
bpic2015_5_f2;prefix_laststate_catboost;0.4915254237288135
bpic2015_5_f2;prefix_laststate_logit;0.28205128205128205
bpic2015_5_f2;prefix_laststate_rf;0.456140350877193
bpic2015_5_f2;prefix_laststate_svm;0.0
bpic2015_5_f2;prefix_laststate_xgboost;0.4545454545454545
bpic2015_5_f2;single_agg_catboost;0.4900662251655629
bpic2015_5_f2;single_agg_logit;0.3440860215053763
bpic2015_5_f2;single_agg_rf;0.4385964912280701
bpic2015_5_f2;single_agg_svm;0.0
bpic2015_5_f2;single_agg_xgboost;0.45901639344262296
bpic2015_5_f2;single_laststate_catboost;0.5254237288135594
bpic2015_5_f2;single_laststate_logit;0.23684210526315794
bpic2015_5_f2;single_laststate_rf;0.47540983606557385
bpic2015_5_f2;single_laststate_svm;0.18823529411764706
bpic2015_5_f2;single_laststate_xgboost;0.43636363636363634
bpic2015_5_f2;state_agg_catboost;0.4999999999999999
bpic2015_5_f2;state_agg_logit;0.3116883116883117
bpic2015_5_f2;state_agg_rf;0.4655172413793103
bpic2015_5_f2;state_agg_svm;0.0
bpic2015_5_f2;state_agg_xgboost;0.4210526315789474
bpic2015_5_f2;state_laststate_catboost;0.5454545454545454
bpic2015_5_f2;state_laststate_logit;0.3789473684210526
bpic2015_5_f2;state_laststate_rf;0.4318181818181818
bpic2015_5_f2;state_laststate_svm;0.0
bpic2015_5_f2;state_laststate_xgboost;0.42718446601941745
bpic2017_accepted;cluster_agg_catboost;0.8966887605001149
bpic2017_accepted;cluster_agg_logit;0.6838903289277324
bpic2017_accepted;cluster_agg_rf;0.9057165465639695
bpic2017_accepted;cluster_agg_xgboost;0.8779374523965795
bpic2017_accepted;cluster_laststate_catboost;0.8976126149532704
bpic2017_accepted;cluster_laststate_logit;0.687140208916263
bpic2017_accepted;cluster_laststate_rf;0.9086883693508071
bpic2017_accepted;cluster_laststate_svm;0.0
bpic2017_accepted;cluster_laststate_xgboost;0.889577086714263
bpic2017_accepted;prefix_agg_catboost;0.8966024309822461
bpic2017_accepted;prefix_agg_logit;0.6944231703709319
bpic2017_accepted;prefix_agg_rf;0.9137765599458422
bpic2017_accepted;prefix_agg_svm;0.0
bpic2017_accepted;prefix_agg_xgboost;0.8783069977924054
bpic2017_accepted;prefix_index_catboost;0.8420135864831911
bpic2017_accepted;prefix_index_logit;0.5226077812828601
bpic2017_accepted;prefix_index_rf;0.8442175673296954
bpic2017_accepted;prefix_index_svm;0.0
bpic2017_accepted;prefix_index_xgboost;0.7962466487935657
bpic2017_accepted;prefix_laststate_catboost;0.8969506502620219
bpic2017_accepted;prefix_laststate_logit;0.7015848554657887
bpic2017_accepted;prefix_laststate_rf;0.9117661973844041
bpic2017_accepted;prefix_laststate_xgboost;0.898812755928281
bpic2017_accepted;single_agg_catboost;0.8930352331589544
bpic2017_accepted;single_agg_logit;0.6714449249854864
bpic2017_accepted;single_agg_rf;0.9146922111147404
bpic2017_accepted;single_agg_xgboost;0.8868245585019565
bpic2017_accepted;single_laststate_catboost;0.9094758086065474
bpic2017_accepted;single_laststate_logit;0.6847415081360817
bpic2017_accepted;single_laststate_rf;0.9076500951921123
bpic2017_accepted;single_laststate_xgboost;0.8882060038639994
bpic2017_accepted;state_agg_catboost;0.8979438466761692
bpic2017_accepted;state_agg_logit;0.698077599718558
bpic2017_accepted;state_agg_rf;0.9137261634851063
bpic2017_accepted;state_agg_svm;0.10756345171582116
bpic2017_accepted;state_agg_xgboost;0.8817593312143106
bpic2017_accepted;state_laststate_catboost;0.9035690810363375
bpic2017_accepted;state_laststate_logit;0.7151699892559655
bpic2017_accepted;state_laststate_rf;0.9109866262591372
bpic2017_accepted;state_laststate_svm;0.04187659002873759
bpic2017_accepted;state_laststate_xgboost;0.9007551375642401
bpic2017_cancelled;cluster_agg_catboost;0.9692905373391139
bpic2017_cancelled;cluster_agg_logit;0.7790274916573616
bpic2017_cancelled;cluster_agg_rf;0.9705838401433006
bpic2017_cancelled;cluster_agg_xgboost;0.9635989696154532
bpic2017_cancelled;cluster_laststate_catboost;0.9624013239732367
bpic2017_cancelled;cluster_laststate_logit;0.7651470709373919
bpic2017_cancelled;cluster_laststate_rf;0.9657174260857313
bpic2017_cancelled;cluster_laststate_svm;0.0
bpic2017_cancelled;cluster_laststate_xgboost;0.9655584650769414
bpic2017_cancelled;prefix_agg_catboost;0.9660771277633838
bpic2017_cancelled;prefix_agg_logit;0.7387567537126117
bpic2017_cancelled;prefix_agg_rf;0.970917001131192
bpic2017_cancelled;prefix_agg_svm;0.0
bpic2017_cancelled;prefix_agg_xgboost;0.9604029331685012
bpic2017_cancelled;prefix_index_catboost;0.9621434745030252
bpic2017_cancelled;prefix_index_logit;0.443130297654248
bpic2017_cancelled;prefix_index_rf;0.9560608651051462
bpic2017_cancelled;prefix_index_svm;0.0
bpic2017_cancelled;prefix_index_xgboost;0.9540938677629324
bpic2017_cancelled;prefix_laststate_catboost;0.9669376276249854
bpic2017_cancelled;prefix_laststate_logit;0.7203520829966127
bpic2017_cancelled;prefix_laststate_rf;0.9717227064647672
bpic2017_cancelled;prefix_laststate_svm;0.05988082399730071
bpic2017_cancelled;prefix_laststate_xgboost;0.9689117358215776
bpic2017_cancelled;single_agg_catboost;0.9659892783225607
bpic2017_cancelled;single_agg_logit;0.7508690886269698
bpic2017_cancelled;single_agg_rf;0.9664287116461145
bpic2017_cancelled;single_agg_svm;0.0
bpic2017_cancelled;single_agg_xgboost;0.9695663628097417
bpic2017_cancelled;single_laststate_catboost;0.9698648304368201
bpic2017_cancelled;single_laststate_logit;0.7788545784734429
bpic2017_cancelled;single_laststate_rf;0.9690105204139933
bpic2017_cancelled;single_laststate_svm;0.3405428661122769
bpic2017_cancelled;single_laststate_xgboost;0.9662811648259712
bpic2017_cancelled;state_agg_catboost;0.9511091521684859
bpic2017_cancelled;state_agg_logit;0.7634046128484026
bpic2017_cancelled;state_agg_rf;0.9695328337609994
bpic2017_cancelled;state_agg_xgboost;0.9632365986870384
bpic2017_cancelled;state_laststate_catboost;0.9672185173492722
bpic2017_cancelled;state_laststate_logit;0.7302461829589624
bpic2017_cancelled;state_laststate_rf;0.9718315290401506
bpic2017_cancelled;state_laststate_xgboost;0.96760325040535
bpic2017_refused;cluster_agg_catboost;0.6873878380858148
bpic2017_refused;cluster_agg_logit;0.14371269002007023
bpic2017_refused;cluster_agg_rf;0.6522733732690773
bpic2017_refused;cluster_agg_svm;0.0
bpic2017_refused;cluster_agg_xgboost;0.6653639491951793
bpic2017_refused;cluster_laststate_catboost;0.6866947356710774
bpic2017_refused;cluster_laststate_logit;0.14259041880777842
bpic2017_refused;cluster_laststate_rf;0.6591864454946649
bpic2017_refused;cluster_laststate_svm;0.0030882394183356318
bpic2017_refused;cluster_laststate_xgboost;0.6633146086656807
bpic2017_refused;prefix_agg_catboost;0.6720620471754396
bpic2017_refused;prefix_agg_logit;0.2005389049243661
bpic2017_refused;prefix_agg_rf;0.6361520468974817
bpic2017_refused;prefix_agg_svm;0.0
bpic2017_refused;prefix_agg_xgboost;0.6589930990675914
bpic2017_refused;prefix_index_catboost;0.4164948453608247
bpic2017_refused;prefix_index_logit;0.02418379685610641
bpic2017_refused;prefix_index_rf;0.3391066545123063
bpic2017_refused;prefix_index_svm;0.0
bpic2017_refused;prefix_index_xgboost;0.33445945945945943
bpic2017_refused;prefix_laststate_catboost;0.6757467057719663
bpic2017_refused;prefix_laststate_logit;0.18161072510864526
bpic2017_refused;prefix_laststate_rf;0.6439681078358086
bpic2017_refused;prefix_laststate_svm;0.0
bpic2017_refused;prefix_laststate_xgboost;0.6570407707937644
bpic2017_refused;single_agg_catboost;0.6535005133586282
bpic2017_refused;single_agg_logit;0.14075802732279089
bpic2017_refused;single_agg_rf;0.6565806938485383
bpic2017_refused;single_agg_svm;0.0
bpic2017_refused;single_agg_xgboost;0.6537945494710437
bpic2017_refused;single_laststate_catboost;0.6664320128483088
bpic2017_refused;single_laststate_logit;0.03238615310761472
bpic2017_refused;single_laststate_rf;0.6637854098011833
bpic2017_refused;single_laststate_xgboost;0.6586527174399993
bpic2017_refused;state_agg_catboost;0.6742588998796182
bpic2017_refused;state_agg_logit;0.20386266739524467
bpic2017_refused;state_agg_rf;0.6431092047344314
bpic2017_refused;state_agg_svm;0.003946868645854722
bpic2017_refused;state_agg_xgboost;0.66967864572437
bpic2017_refused;state_laststate_catboost;0.6478933157683814
bpic2017_refused;state_laststate_logit;0.252630294710396
bpic2017_refused;state_laststate_rf;0.6411745534295398
bpic2017_refused;state_laststate_xgboost;0.6629051968219574
production;cluster_agg_catboost;0.6199621235796884
production;cluster_agg_logit;0.5354741902439228
production;cluster_agg_rf;0.6065150443431354
production;cluster_agg_svm;0.5249232813245066
production;cluster_agg_xgboost;0.6200324872755703
production;cluster_laststate_catboost;0.6018554429074015
production;cluster_laststate_logit;0.5979445399055142
production;cluster_laststate_rf;0.6042305823373282
production;cluster_laststate_svm;0.5313572953546774
production;cluster_laststate_xgboost;0.6419421444170368
production;prefix_agg_catboost;0.595352189430509
production;prefix_agg_logit;0.5902397536113231
production;prefix_agg_rf;0.6231920856920856
production;prefix_agg_svm;0.0
production;prefix_agg_xgboost;0.6269871497398729
production;prefix_index_catboost;0.6428571428571429
production;prefix_index_logit;0.6428571428571429
production;prefix_index_rf;0.6666666666666667
production;prefix_index_svm;0.0
production;prefix_index_xgboost;0.6923076923076923
production;prefix_laststate_catboost;0.5496739221118103
production;prefix_laststate_logit;0.5962247390234215
production;prefix_laststate_rf;0.6089328340632968
production;prefix_laststate_svm;0.5313572953546774
production;prefix_laststate_xgboost;0.637024886018694
production;single_agg_catboost;0.5831688426516013
production;single_agg_logit;0.5917775170999717
production;single_agg_rf;0.6081517055542648
production;single_agg_svm;0.5313572953546774
production;single_agg_xgboost;0.591964040875975
production;single_laststate_catboost;0.5857255063776804
production;single_laststate_logit;0.6160222389728598
production;single_laststate_rf;0.6129253007533919
production;single_laststate_svm;0.06385208993904647
production;single_laststate_xgboost;0.6297469268548768
production;state_agg_catboost;0.5914034481529655
production;state_agg_logit;0.5225989092760253
production;state_agg_rf;0.6435908136034689
production;state_agg_svm;0.4233495702387105
production;state_agg_xgboost;0.5960910941311296
production;state_laststate_catboost;0.5941966070927535
production;state_laststate_logit;0.5072583771873833
production;state_laststate_rf;0.587596173163197
production;state_laststate_svm;0.5410774403224461
production;state_laststate_xgboost;0.6151928084794113
sepsis_cases_1;cluster_agg_catboost;0.04848285137168415
sepsis_cases_1;cluster_agg_logit;0.0072325164375373575
sepsis_cases_1;cluster_agg_rf;0.0
sepsis_cases_1;cluster_agg_svm;0.0
sepsis_cases_1;cluster_agg_xgboost;0.0962014051754659
sepsis_cases_1;cluster_laststate_catboost;0.032072781325699184
sepsis_cases_1;cluster_laststate_logit;0.06464612902343644
sepsis_cases_1;cluster_laststate_rf;0.0
sepsis_cases_1;cluster_laststate_svm;0.0
sepsis_cases_1;cluster_laststate_xgboost;0.026792964512629785
sepsis_cases_1;prefix_agg_catboost;0.014493600787595373
sepsis_cases_1;prefix_agg_logit;0.03512470792805521
sepsis_cases_1;prefix_agg_rf;0.012511646028492538
sepsis_cases_1;prefix_agg_svm;0.0
sepsis_cases_1;prefix_agg_xgboost;0.09712947551615875
sepsis_cases_1;prefix_index_catboost;0.0
sepsis_cases_1;prefix_index_logit;0.0
sepsis_cases_1;prefix_index_rf;0.0
sepsis_cases_1;prefix_index_svm;0.0
sepsis_cases_1;prefix_index_xgboost;0.19047619047619047
sepsis_cases_1;prefix_laststate_catboost;0.017980096685227712
sepsis_cases_1;prefix_laststate_logit;0.04292599885142342
sepsis_cases_1;prefix_laststate_rf;0.00701999070199907
sepsis_cases_1;prefix_laststate_svm;0.0
sepsis_cases_1;prefix_laststate_xgboost;0.07763635040034467
sepsis_cases_1;single_agg_catboost;0.09984469347885758
sepsis_cases_1;single_agg_logit;0.0
sepsis_cases_1;single_agg_rf;0.0
sepsis_cases_1;single_agg_svm;0.0
sepsis_cases_1;single_agg_xgboost;0.04507689582774163
sepsis_cases_1;single_laststate_catboost;0.17459578615157126
sepsis_cases_1;single_laststate_logit;0.0
sepsis_cases_1;single_laststate_rf;0.005311988357285791
sepsis_cases_1;single_laststate_svm;0.0
sepsis_cases_1;single_laststate_xgboost;0.0
sepsis_cases_1;state_agg_catboost;0.03892258664387157
sepsis_cases_1;state_agg_logit;0.026363287001653777
sepsis_cases_1;state_agg_rf;0.0
sepsis_cases_1;state_agg_svm;0.0
sepsis_cases_1;state_agg_xgboost;0.07921724590041278
sepsis_cases_1;state_laststate_catboost;0.10963333520353963
sepsis_cases_1;state_laststate_logit;0.03684532111310355
sepsis_cases_1;state_laststate_rf;0.0
sepsis_cases_1;state_laststate_svm;0.0
sepsis_cases_1;state_laststate_xgboost;0.07970117933055397
sepsis_cases_2;cluster_agg_catboost;0.0
sepsis_cases_2;cluster_agg_logit;0.0
sepsis_cases_2;cluster_agg_rf;0.0
sepsis_cases_2;cluster_agg_svm;0.0
sepsis_cases_2;cluster_agg_xgboost;0.0
sepsis_cases_2;cluster_laststate_catboost;0.0
sepsis_cases_2;cluster_laststate_logit;0.0
sepsis_cases_2;cluster_laststate_rf;0.0
sepsis_cases_2;cluster_laststate_svm;0.0
sepsis_cases_2;cluster_laststate_xgboost;0.0
sepsis_cases_2;prefix_agg_catboost;0.0
sepsis_cases_2;prefix_agg_logit;0.0
sepsis_cases_2;prefix_agg_rf;0.0
sepsis_cases_2;prefix_agg_svm;0.0
sepsis_cases_2;prefix_agg_xgboost;0.0
sepsis_cases_2;prefix_index_catboost;0.9565217391304349
sepsis_cases_2;prefix_index_logit;0.7547169811320754
sepsis_cases_2;prefix_index_rf;0.9333333333333333
sepsis_cases_2;prefix_index_svm;0.0
sepsis_cases_2;prefix_index_xgboost;0.851063829787234
sepsis_cases_2;prefix_laststate_catboost;0.0
sepsis_cases_2;prefix_laststate_logit;0.0
sepsis_cases_2;prefix_laststate_rf;0.0
sepsis_cases_2;prefix_laststate_svm;0.0
sepsis_cases_2;prefix_laststate_xgboost;0.0
sepsis_cases_2;single_agg_catboost;0.0
sepsis_cases_2;single_agg_logit;0.0
sepsis_cases_2;single_agg_rf;0.0
sepsis_cases_2;single_agg_svm;0.0
sepsis_cases_2;single_agg_xgboost;0.0
sepsis_cases_2;single_laststate_catboost;0.0
sepsis_cases_2;single_laststate_logit;0.0
sepsis_cases_2;single_laststate_rf;0.0
sepsis_cases_2;single_laststate_svm;0.0
sepsis_cases_2;single_laststate_xgboost;0.0
sepsis_cases_2;state_agg_catboost;0.0
sepsis_cases_2;state_agg_logit;0.0
sepsis_cases_2;state_agg_rf;0.0
sepsis_cases_2;state_agg_svm;0.0
sepsis_cases_2;state_agg_xgboost;0.0
sepsis_cases_2;state_laststate_catboost;0.0
sepsis_cases_2;state_laststate_logit;0.0
sepsis_cases_2;state_laststate_rf;0.0
sepsis_cases_2;state_laststate_svm;0.0
sepsis_cases_2;state_laststate_xgboost;0.0
sepsis_cases_4;cluster_agg_catboost;1.0
sepsis_cases_4;cluster_agg_logit;0.9019607843137256
sepsis_cases_4;cluster_agg_rf;0.9787234042553192
sepsis_cases_4;cluster_agg_svm;0.3448275862068966
sepsis_cases_4;cluster_agg_xgboost;0.88
sepsis_cases_4;cluster_laststate_catboost;0.9019607843137256
sepsis_cases_4;cluster_laststate_logit;0.9019607843137256
sepsis_cases_4;cluster_laststate_rf;0.88
sepsis_cases_4;cluster_laststate_svm;0.0
sepsis_cases_4;cluster_laststate_xgboost;0.88
sepsis_cases_4;prefix_agg_catboost;0.9411764705882352
sepsis_cases_4;prefix_agg_logit;0.9019607843137256
sepsis_cases_4;prefix_agg_rf;0.8636363636363634
sepsis_cases_4;prefix_agg_svm;0.0
sepsis_cases_4;prefix_agg_xgboost;0.923076923076923
sepsis_cases_4;prefix_index_catboost;1.0
sepsis_cases_4;prefix_index_logit;0.923076923076923
sepsis_cases_4;prefix_index_rf;0.923076923076923
sepsis_cases_4;prefix_index_svm;0.0
sepsis_cases_4;prefix_index_xgboost;0.923076923076923
sepsis_cases_4;prefix_laststate_catboost;0.96
sepsis_cases_4;prefix_laststate_logit;0.923076923076923
sepsis_cases_4;prefix_laststate_rf;0.923076923076923
sepsis_cases_4;prefix_laststate_svm;0.4
sepsis_cases_4;prefix_laststate_xgboost;0.923076923076923
sepsis_cases_4;single_agg_catboost;0.9056603773584906
sepsis_cases_4;single_agg_logit;0.923076923076923
sepsis_cases_4;single_agg_rf;1.0
sepsis_cases_4;single_agg_svm;0.0
sepsis_cases_4;single_agg_xgboost;0.923076923076923
sepsis_cases_4;single_laststate_catboost;0.9411764705882352
sepsis_cases_4;single_laststate_logit;0.9019607843137256
sepsis_cases_4;single_laststate_rf;1.0
sepsis_cases_4;single_laststate_svm;0.0
sepsis_cases_4;single_laststate_xgboost;0.923076923076923
sepsis_cases_4;state_agg_catboost;0.92
sepsis_cases_4;state_agg_logit;0.8846153846153846
sepsis_cases_4;state_agg_rf;0.9787234042553192
sepsis_cases_4;state_agg_svm;0.0
sepsis_cases_4;state_agg_xgboost;0.88
sepsis_cases_4;state_laststate_catboost;0.92
sepsis_cases_4;state_laststate_logit;0.9019607843137256
sepsis_cases_4;state_laststate_rf;0.9787234042553192
sepsis_cases_4;state_laststate_svm;0.0
sepsis_cases_4;state_laststate_xgboost;0.88
