iter	Logloss
0	0.5397655518
1	0.4577475508
2	0.3964712509
3	0.3755499942
4	0.3605821096
5	0.343772952
6	0.330638342
7	0.3252039495
8	0.3088781851
9	0.3033937251
10	0.2899349196
11	0.2835636556
12	0.2743822983
13	0.2712577344
14	0.2624793721
15	0.2550542088
16	0.2520512922
17	0.2414199096
18	0.2393236816
19	0.2356874341
20	0.2328884407
21	0.227668397
22	0.226766151
23	0.2220598871
24	0.2138725176
25	0.2066926062
26	0.2047527879
27	0.2012469659
28	0.1975990257
29	0.1954284131
30	0.190556188
31	0.1870302225
32	0.1839328694
33	0.1777006568
34	0.1734718677
35	0.1645459851
36	0.1570697933
37	0.1538606514
38	0.1509170094
39	0.1438490675
40	0.1231131827
41	0.1208210354
42	0.1017292144
43	0.09851279809
44	0.09730938109
45	0.0948044104
46	0.09111155343
47	0.08841027664
48	0.08641387916
49	0.08007381421
50	0.07917730198
51	0.07542646023
52	0.06868874732
53	0.06801442316
54	0.06706643569
55	0.06010219086
56	0.05964787432
57	0.05740449887
58	0.05713321018
59	0.05604793841
60	0.05328219653
61	0.05177898216
62	0.04918314084
63	0.04592274472
64	0.04563695089
65	0.04541884088
66	0.04478696741
67	0.04363201791
68	0.04341701654
69	0.04143868199
70	0.04105862516
71	0.03798678515
72	0.03615321539
73	0.0351083542
74	0.03297868286
75	0.03274263237
76	0.03240226825
77	0.03229347313
78	0.03181135538
79	0.03150985209
80	0.03141528147
81	0.03135272128
82	0.03040470951
83	0.02971289971
84	0.02966002515
85	0.02882198267
86	0.02874014231
87	0.02844710062
88	0.02690095508
89	0.02683493876
90	0.0267286715
91	0.02667366043
92	0.02661894195
93	0.02655455115
94	0.02604538127
95	0.02578347519
96	0.02481692139
97	0.02476764394
98	0.02431186133
99	0.02426487575
100	0.02421932114
101	0.02413048255
102	0.02407902507
103	0.02399552223
104	0.02388389734
105	0.02383313583
106	0.02379835314
107	0.02376371412
108	0.02369816007
109	0.02360669783
110	0.02345118509
111	0.02340911427
112	0.02264173199
113	0.02258773
114	0.02253836496
115	0.02152494318
116	0.02094669465
117	0.02084192218
118	0.02076777589
119	0.02061774904
120	0.02017902796
121	0.01976207514
122	0.01972278501
123	0.01931180995
124	0.01922518025
125	0.0191953505
126	0.01914696186
127	0.01859702478
128	0.01840584499
129	0.01836889455
130	0.01825061064
131	0.01821276735
132	0.01768446629
133	0.01763161003
134	0.01759594217
135	0.01749348273
136	0.0174454679
137	0.01741288666
138	0.01694057393
139	0.01652219595
140	0.01648371046
141	0.01628585005
142	0.01570628598
143	0.01534560511
144	0.01518897739
145	0.01480779381
146	0.01478429773
147	0.01446179603
148	0.0144350347
149	0.01393763146
150	0.01392478264
151	0.01389202271
152	0.01385714527
153	0.0138455521
154	0.01383026145
155	0.013818144
156	0.01350128948
157	0.01339265284
158	0.01337395769
159	0.01336001839
160	0.01316676735
161	0.01314815441
162	0.01262483641
163	0.01260466055
164	0.01252918687
165	0.01252911129
166	0.01249831342
167	0.01232694568
168	0.01230989624
169	0.01229427753
170	0.01212424473
171	0.01211480138
172	0.01209576331
173	0.01208196613
174	0.01208157866
175	0.01207677434
176	0.01204580294
177	0.01203323861
178	0.01202597323
179	0.01179033318
180	0.0115848228
181	0.01148483
182	0.01148476399
183	0.01119518959
184	0.01118140461
185	0.01117066071
186	0.01115619444
187	0.0109753745
188	0.01095412452
189	0.01093595165
190	0.01092027722
191	0.01091084653
192	0.01083529329
193	0.01073768316
194	0.01071957364
195	0.01057680259
196	0.01052360944
197	0.01045257533
198	0.01030055035
199	0.01030042035
200	0.01028446949
201	0.01013636715
202	0.009939534196
203	0.009808857902
204	0.009630246235
205	0.009621160965
206	0.009607638408
207	0.009607387446
208	0.009480233454
209	0.009472899541
210	0.009470839049
211	0.00947067362
212	0.009464613858
213	0.009346809537
214	0.009346188509
215	0.009199617989
216	0.009027796791
217	0.009010212475
218	0.009000378689
219	0.008929863359
220	0.008860229624
221	0.00885041018
222	0.008825941234
223	0.008823716174
224	0.008804997803
225	0.008747624267
226	0.008724793634
227	0.008566832499
228	0.008566811496
229	0.008566560523
230	0.008566398851
231	0.008550948268
232	0.00855090406
233	0.008507961788
234	0.008507933943
235	0.008507250264
236	0.008507180167
237	0.008507100488
238	0.008371414943
239	0.008362982803
240	0.008356061843
241	0.008356042674
242	0.008355364065
243	0.008348475951
244	0.008348312065
245	0.008348251722
246	0.008348230255
247	0.008268231436
248	0.008242615821
249	0.008113414898
250	0.008113391857
251	0.008106464133
252	0.00795766385
253	0.007957454419
254	0.007957439228
255	0.007945405678
256	0.007945361439
257	0.00794475336
258	0.007936710363
259	0.007857232264
260	0.007857199979
261	0.007764715581
262	0.007764699775
263	0.007764618413
264	0.00776356602
265	0.007750687115
266	0.007750560149
267	0.007721456782
268	0.007720304135
269	0.00764434318
270	0.007644033532
271	0.007643912276
272	0.007640750683
273	0.007513011728
274	0.007508313919
275	0.007506858689
276	0.007505973683
277	0.007470499401
278	0.007470467356
279	0.00746226125
280	0.007457637145
281	0.007457607473
282	0.007457592557
283	0.007450649568
284	0.00745045012
285	0.00745025203
286	0.007444880961
287	0.007444879757
288	0.007444845421
289	0.007444360427
290	0.007390986567
291	0.007378928068
292	0.007378923293
293	0.007373487272
294	0.007373260979
295	0.007357382404
296	0.007357284713
297	0.007357216598
298	0.007356723387
299	0.007331116828
300	0.007232628009
301	0.007222587264
302	0.007222585723
303	0.007222555458
304	0.007210961903
305	0.007210532722
306	0.007200416919
307	0.007193153727
308	0.007183657243
309	0.007176550259
310	0.007176476477
311	0.007162934134
312	0.007162907447
313	0.007152826073
314	0.007148881501
315	0.00714010384
316	0.007140077349
317	0.007140051264
318	0.007134075633
319	0.007124905658
320	0.007122524721
321	0.007122461919
322	0.007111073796
323	0.007103663105
324	0.007103619992
325	0.007103379664
326	0.0071027869
327	0.007016641068
328	0.006954264805
329	0.006953992274
330	0.006953868171
331	0.006953608638
332	0.006953548601
333	0.006948959223
334	0.006948942326
335	0.006945901116
336	0.00693692676
337	0.006936877531
338	0.006933481051
339	0.006929618764
340	0.006929013041
341	0.006928929166
342	0.006856241762
343	0.006855747339
344	0.006854184251
345	0.006809935897
346	0.006809692103
347	0.006809569319
348	0.006809356269
349	0.006809286511
350	0.00680539289
351	0.006752709404
352	0.006752526623
353	0.006751327132
354	0.006750254376
355	0.00674999716
356	0.006749961816
357	0.006749076104
358	0.006748649433
359	0.00671269002
360	0.00671146364
361	0.006692785205
362	0.006692135496
363	0.006683933958
364	0.006683699906
365	0.006683662694
366	0.00668349111
367	0.006645369179
368	0.006625410994
369	0.006625410029
370	0.006595993851
371	0.006595303551
372	0.006595271941
373	0.006595245272
374	0.006595207243
375	0.006594975589
376	0.006590463026
377	0.006590351459
378	0.006589894246
379	0.006589400642
380	0.006589317319
381	0.006589256311
382	0.006528605514
383	0.006481327177
384	0.006480285947
385	0.006480267313
386	0.006480104215
387	0.006480095184
388	0.006479097003
389	0.006477938567
390	0.006477912906
391	0.006477376192
392	0.006477361923
393	0.006421910465
394	0.006419714799
395	0.006419560413
396	0.006403571916
397	0.006400798212
398	0.006400793146
399	0.006400738986
400	0.006400624767
401	0.006313492533
402	0.006144527683
403	0.006143424219
404	0.006143278627
405	0.006053376101
406	0.006029551174
407	0.006029529178
408	0.006029512353
409	0.00602930485
410	0.006029212745
411	0.006029051425
412	0.006029017212
413	0.006012999219
414	0.006012912674
415	0.006012641784
416	0.006012632265
417	0.00601107307
418	0.006011015054
419	0.006010940009
420	0.006010938865
421	0.006010938865
422	0.006010938111
423	0.006010898488
424	0.006010835259
425	0.00601081162
426	0.006010793687
427	0.006010279309
428	0.005929082482
429	0.00592900843
430	0.00592892216
431	0.005887549935
432	0.005887544073
433	0.005887446468
434	0.005887277736
435	0.00588692211
436	0.00585149851
437	0.005839718775
438	0.005839617563
439	0.005805964712
440	0.005805942982
441	0.005745056645
442	0.00574503634
443	0.005744909063
444	0.005744845518
445	0.005731758676
446	0.005731459509
447	0.005731295134
448	0.005730745287
449	0.005730730526
450	0.005730284271
451	0.005729954871
452	0.005723844131
453	0.005723748893
454	0.005654857008
455	0.005654791151
456	0.005653729585
457	0.005651584051
458	0.005651532027
459	0.005626908409
460	0.00562645427
461	0.005626339995
462	0.00558850384
463	0.005588439631
464	0.005588425948
465	0.00558839319
466	0.005542404541
467	0.005542338577
468	0.005493113075
469	0.005493082742
470	0.005492755231
471	0.005483404727
472	0.005483322931
473	0.005483202048
474	0.005483093877
475	0.005482143663
476	0.005482117852
477	0.005481486681
478	0.005481392679
479	0.00543927645
480	0.005439151216
481	0.005439119453
482	0.005439111139
483	0.005438747911
484	0.005438649735
485	0.0054365317
486	0.005373756821
487	0.005373756041
488	0.005373718951
489	0.005373584123
490	0.005373491792
491	0.005372474712
492	0.005372428655
493	0.005372402147
494	0.005372398343
495	0.005371844624
496	0.005371629384
497	0.005371594562
498	0.005371483938
499	0.005371479356
500	0.005368259708
501	0.005368142311
502	0.005368140927
503	0.005367989688
504	0.005306922588
505	0.005306918082
506	0.005306865819
507	0.005303844401
508	0.005303828328
509	0.005303812983
510	0.005303805842
511	0.00530380064
512	0.005303768694
513	0.005303695596
514	0.005303645533
515	0.005256836724
516	0.005256413159
517	0.005256305877
518	0.005256247988
519	0.005256172736
520	0.005255573086
521	0.005255322549
522	0.005255174167
523	0.005255170517
524	0.005255147927
525	0.005251805862
526	0.005251767773
527	0.005250923743
528	0.005250400582
529	0.00525036413
530	0.005250131285
531	0.005250025914
532	0.00520382112
533	0.005203816287
534	0.00520374909
535	0.005203673427
536	0.005203349638
537	0.005203308842
538	0.00520330648
539	0.005187993764
540	0.005187968584
541	0.005187964552
542	0.005187740127
543	0.005187643582
544	0.005187636317
545	0.005187617044
546	0.005187386543
547	0.005187108609
548	0.005183999795
549	0.005183878674
550	0.005141926013
551	0.005141843094
552	0.005141838131
553	0.005139499038
554	0.005139499038
555	0.005139497597
556	0.005139494947
557	0.005139388762
558	0.005139273481
559	0.005138646795
560	0.005138626911
561	0.005138531884
562	0.005138406981
563	0.005138185094
564	0.005105116372
565	0.005103618952
566	0.005103015307
567	0.005048860845
568	0.005048860074
569	0.005048736328
570	0.005048727988
571	0.005048693554
572	0.005048682917
573	0.005048673571
574	0.00504858378
575	0.005048567351
576	0.005026364022
577	0.00502636253
578	0.005026232654
579	0.005025917415
580	0.005022707938
581	0.005022501669
582	0.0050222709
583	0.005022097954
584	0.005021983797
585	0.00502197454
586	0.005021828001
587	0.005021796282
588	0.005021633907
589	0.005021596182
590	0.005019741291
591	0.005019584702
592	0.005019543329
593	0.005019436781
594	0.005019344893
595	0.00501911894
596	0.005019066052
597	0.004992381491
598	0.004992370218
599	0.004992342631
600	0.004992317894
601	0.004991607874
602	0.004991533041
603	0.004991443369
604	0.004953349924
605	0.004953251272
606	0.004950354712
607	0.004950333863
608	0.004950323171
609	0.004950238419
610	0.00495007494
611	0.004949904048
612	0.004949427092
613	0.004947614098
614	0.004947316743
615	0.004947158619
616	0.004947014239
617	0.004945977241
618	0.004945938165
619	0.004945924988
620	0.004945900252
621	0.004945897111
622	0.004945797202
623	0.004945704929
624	0.004945535026
625	0.004945524038
626	0.004945304797
627	0.004945295291
628	0.004944980039
629	0.004944938817
630	0.0049448677
631	0.00494459503
632	0.004892154804
633	0.004892109163
634	0.004892021554
635	0.004892002006
636	0.004891415748
637	0.004891276815
638	0.004891276815
639	0.004891239554
640	0.004885632722
641	0.0048854969
642	0.004885496292
643	0.004885057055
644	0.004884894602
645	0.004884792097
646	0.00488479002
647	0.004884789088
648	0.004884777637
649	0.004884754933
650	0.004848317922
651	0.004848121591
652	0.004847711077
653	0.004847697981
654	0.004847696361
655	0.004847618059
656	0.00484262541
657	0.004842606619
658	0.00483839036
659	0.004838367383
660	0.004838331721
661	0.004838318539
662	0.004838264167
663	0.004838246932
664	0.00483817509
665	0.004838166708
666	0.004838152174
667	0.004838145612
668	0.004838139519
669	0.004836691157
670	0.004836578297
671	0.004836103316
